test_accuracy,test_precision,test_recall,test_f1,test_f2,test_g_mean,test_roc_auc,activity_label,model,random_state,MolMR,NumRotatableBonds,NumHAcceptors,NumHDonors,TPSA,LabuteASA,MolLogP,qvina,rfscore_qvina,plants,rfscore_plants
0.6702254574866039,0.17634533488192025,0.34605475040257644,0.23339864781229105,0.28991005306969464,0.4999615164712649,0.5354809067998013,r_active,DecisionTreeClassifier,27,1,0,0,0,1,0,0,0,0,0,0
0.5609476628584908,0.17220835355846797,0.5289855072463768,0.25966994061832255,0.37370016776774245,0.5471154571687833,0.5476402133505738,r_active,LinearDiscriminantAnalysis,27,1,0,0,0,1,0,0,0,0,0,0
0.5567013783574294,0.17060954816709292,0.5289855072463768,0.2578881598547839,0.37226388058721244,0.5445239625804006,0.5451618986046011,r_active,LogisticRegression,27,1,0,0,0,0,1,0,0,0,0,0
0.6988204765274829,0.17253279261861534,0.286634460547504,0.21511615515771523,0.2528444122245072,0.4684082224127781,0.5274560158995264,r_active,RandomForestClassifier,27,1,0,0,0,0,1,0,0,0,0,0
0.6023455666767769,0.1536231884057971,0.3900161030595813,0.22041925465838508,0.29822572416529675,0.498556677373646,0.5140910750737807,r_active,KNeighborsClassifier,27,1,0,0,0,0,1,0,0,0,0,0
0.555639807232164,0.16880078154269854,0.5215780998389695,0.2549090205757682,0.3675430385483002,0.5407736237895153,0.5414581949008973,r_active,LinearSVC,27,1,0,0,0,0,1,0,0,0,0,0
0.6776328648940114,0.16931199490163115,0.31626409017713364,0.22054681429681433,0.26947927433375934,0.4832119122786899,0.5274009422385049,r_active,XGBClassifier,27,1,0,0,0,0,1,0,0,0,0,0
0.6702254574866039,0.17634533488192025,0.34605475040257644,0.23339864781229105,0.28991005306969464,0.4999615164712649,0.5354809067998013,r_active,DecisionTreeClassifier,27,1,0,0,0,0,1,0,0,0,0,0
0.5609476628584908,0.17220835355846797,0.5289855072463768,0.25966994061832255,0.37370016776774245,0.5471154571687833,0.5476402133505738,r_active,LinearDiscriminantAnalysis,27,1,0,0,0,0,1,0,0,0,0,0
0.5323391635493546,0.15379324780957507,0.5003220611916265,0.23514297612489657,0.34464317421671825,0.5174370227469832,0.5190581805338553,r_active,LogisticRegression,27,1,0,0,0,0,0,1,0,0,0,0
0.6903211673912311,0.16990703577921853,0.2937198067632851,0.21515452397295978,0.256221324923615,0.46694204958804697,0.5254224808289784,r_active,RandomForestClassifier,27,1,0,0,0,0,0,1,0,0,0,0
0.6023455666767769,0.1610746023179914,0.41932367149758454,0.2325948561242679,0.31726769591134624,0.5140635845964178,0.5262665445468095,r_active,KNeighborsClassifier,27,1,0,0,0,0,0,1,0,0,0,0
0.5323391635493546,0.15379324780957507,0.5003220611916265,0.23514297612489657,0.34464317421671825,0.5174370227469832,0.5190581805338553,r_active,LinearSVC,27,1,0,0,0,0,0,1,0,0,0,0
0.6574427931115828,0.165421888053467,0.33816425120772947,0.22178855627131489,0.27926439232409384,0.48767856937573534,0.5247202916509528,r_active,XGBClassifier,27,1,0,0,0,0,0,1,0,0,0,0
0.6765477032992956,0.16895251566906125,0.32367149758454106,0.22147343319174306,0.2729138024561513,0.4826954406177754,0.5298654885692222,r_active,DecisionTreeClassifier,27,1,0,0,0,0,0,1,0,0,0,0
0.5323391635493546,0.15379324780957507,0.5003220611916265,0.23514297612489657,0.34464317421671825,0.5174370227469832,0.5190581805338553,r_active,LinearDiscriminantAnalysis,27,1,0,0,0,0,0,1,0,0,0,0
0.4899740504836046,0.1349903089727511,0.47004830917874396,0.20949074074074073,0.31356096410308254,0.47894261921062914,0.48161647181365946,r_active,LogisticRegression,27,1,0,0,0,0,0,0,1,0,0,0
0.7751828261382402,0.20534290271132374,0.19806763285024154,0.20125637621007578,0.19924752564739912,0.4129148030882832,0.5352172117163229,r_active,RandomForestClassifier,27,1,0,0,0,0,0,0,1,0,0,0
0.6118592659993934,0.16946993062239746,0.4341384863123994,0.24340196580865303,0.3302026237616899,0.5266350423482834,0.5380110027596693,r_active,KNeighborsClassifier,27,1,0,0,0,0,0,0,1,0,0,0
0.4899740504836046,0.1349903089727511,0.47004830917874396,0.20949074074074073,0.31356096410308254,0.47894261921062914,0.48161647181365946,r_active,LinearSVC,27,1,0,0,0,0,0,0,1,0,0,0
0.7974893000370707,0.26521739130434785,0.19855072463768117,0.22480643240023823,0.20788286536517075,0.41883004913761174,0.5484699100263994,r_active,XGBClassifier,27,1,0,0,0,0,0,0,1,0,0,0
0.7391433289522461,0.18365591397849465,0.2352657004830918,0.20582548444493023,0.22238776466097396,0.43929472097075334,0.5296526767595137,r_active,DecisionTreeClassifier,27,1,0,0,0,0,0,0,1,0,0,0
0.4899740504836046,0.1349903089727511,0.47004830917874396,0.20949074074074073,0.31356096410308254,0.47894261921062914,0.48161647181365946,r_active,LinearDiscriminantAnalysis,27,1,0,0,0,0,0,0,1,0,0,0
0.5641627068378661,0.1563687078506209,0.46296296296296297,0.23356618650736297,0.3321711140596589,0.5166569673857563,0.5220638854467851,r_active,LogisticRegression,27,1,0,0,0,0,0,0,0,1,0,0
0.6776362349610757,0.16667736266062286,0.3088566827697263,0.21650089791407653,0.26383090870643994,0.4772606168742573,0.5243168172212943,r_active,RandomForestClassifier,27,1,0,0,0,0,0,0,0,1,0,0
0.6023152360731978,0.1791979949874687,0.49323671497584537,0.2625419659536942,0.36464763900866143,0.5516787011870096,0.5570272794210082,r_active,KNeighborsClassifier,27,1,0,0,0,0,0,0,0,1,0,0
0.5662824790213326,0.15716521350324167,0.46296296296296297,0.23443545932785534,0.3328555502468546,0.5177209786080299,0.5233030428197715,r_active,LinearSVC,27,1,0,0,0,0,0,0,0,1,0,0
0.6733865803929499,0.161384677207462,0.30161030595813204,0.2100885515496521,0.2567517773085874,0.47068007346036334,0.5188348927560176,r_active,XGBClassifier,27,1,0,0,0,0,0,0,0,1,0,0
0.6564149226569609,0.15804232804232807,0.31626409017713364,0.21051464691730745,0.26318845388188455,0.47505674126912106,0.5150093685086411,r_active,DecisionTreeClassifier,27,1,0,0,0,0,0,0,0,1,0,0
0.5662824790213326,0.15716521350324167,0.46296296296296297,0.23443545932785534,0.3328555502468546,0.5177209786080299,0.5233030428197715,r_active,LinearDiscriminantAnalysis,27,1,0,0,0,0,0,0,0,1,0,0
0.5927914265493883,0.1943962159827911,0.5809983896940419,0.29129854324608506,0.41562831173624365,0.5873890238073007,0.5878969643637496,r_active,LogisticRegression,27,0,1,1,0,0,0,0,0,0,0,0
0.5736730360934182,0.2074365186687702,0.6917874396135266,0.3184564463103276,0.47008178140475687,0.6162450330770383,0.6228453926692168,r_active,RandomForestClassifier,27,0,1,1,0,0,0,0,0,0,0,0
0.6617598490209954,0.20919173366612284,0.48454106280193243,0.29108021129155076,0.3818826457153796,0.5755159640708407,0.5879954384641634,r_active,KNeighborsClassifier,27,0,1,1,0,0,0,0,0,0,0,0
0.5927914265493883,0.1943962159827911,0.5809983896940419,0.29129854324608506,0.41562831173624365,0.5873890238073007,0.5878969643637496,r_active,LinearSVC,27,0,1,1,0,0,0,0,0,0,0,0
0.5779260607286084,0.2084447415329768,0.6845410628019324,0.31866227153844967,0.4679847876072631,0.6157616886476206,0.6223200976958857,r_active,XGBClassifier,27,0,1,1,0,0,0,0,0,0,0,0
0.5800458329120749,0.2094977553310887,0.6845410628019324,0.3198430224429574,0.46894467264478895,0.6170338167335027,0.623559255068872,r_active,DecisionTreeClassifier,27,0,1,1,0,0,0,0,0,0,0,0
0.5927914265493883,0.1943962159827911,0.5809983896940419,0.29129854324608506,0.41562831173624365,0.5873890238073007,0.5878969643637496,r_active,LinearDiscriminantAnalysis,27,0,1,1,0,0,0,0,0,0,0,0
0.6013008458868332,0.2094346319505165,0.6323671497584541,0.314441018342821,0.4500412428250639,0.6136322379841185,0.6142009230824489,r_active,LogisticRegression,27,0,1,0,1,0,0,0,0,0,0,0
0.5906143632258282,0.2189445550415484,0.7061191626409018,0.33358046600282626,0.48733973605459235,0.6341340000142859,0.6386853557938089,r_active,RandomForestClassifier,27,0,1,0,1,0,0,0,0,0,0,0
0.6997944259090755,0.25155048375093025,0.5006441223832528,0.32335064447770234,0.40368590628147777,0.5912479245924822,0.6171126435955917,r_active,KNeighborsClassifier,27,0,1,0,1,0,0,0,0,0,0,0
0.6013008458868332,0.2094346319505165,0.6323671497584541,0.314441018342821,0.4500412428250639,0.6136322379841185,0.6142009230824489,r_active,LinearSVC,27,0,1,0,1,0,0,0,0,0,0,0
0.6129073568564015,0.2271701339771277,0.6987117552334944,0.34246346246346243,0.49296809937198566,0.6457460246944761,0.6486123831929552,r_active,XGBClassifier,27,0,1,0,1,0,0,0,0,0,0,0
0.6150304991069322,0.22815124754102276,0.6987117552334944,0.3436316064887493,0.4939963179228628,0.6471836632591125,0.6498515405659416,r_active,DecisionTreeClassifier,27,0,1,0,1,0,0,0,0,0,0,0
0.6013008458868332,0.2094346319505165,0.6323671497584541,0.314441018342821,0.4500412428250639,0.6136322379841185,0.6142009230824489,r_active,LinearDiscriminantAnalysis,27,0,1,0,1,0,0,0,0,0,0,0
0.6023590469450342,0.19287868222744176,0.552012882447665,0.28586830388731044,0.4022211360921038,0.5801314694555878,0.5814587336649727,r_active,LogisticRegression,27,0,1,0,0,1,0,0,0,0,0,0
0.6765443332322313,0.19321731486210866,0.3896940418679549,0.2581411939898626,0.32358102687525075,0.531409610977678,0.5573005525324904,r_active,RandomForestClassifier,27,0,1,0,0,1,0,0,0,0,0,0
0.6415630371044384,0.18211345229693854,0.42608695652173917,0.2551605686656564,0.33603916776510817,0.5369052171668041,0.5519530197726416,r_active,KNeighborsClassifier,27,0,1,0,0,1,0,0,0,0,0,0
0.6013008458868331,0.192454594017094,0.552012882447665,0.28540278409213915,0.4018527749642491,0.5795750206379254,0.5808391549784794,r_active,LinearSVC,27,0,1,0,0,1,0,0,0,0,0,0
0.6786708455498265,0.18728722258134023,0.3671497584541063,0.24800233400491023,0.3079419130383414,0.5170302617957682,0.549126304258032,r_active,XGBClassifier,27,0,1,0,0,1,0,0,0,0,0,0
0.6606510969568294,0.16772139061295688,0.3462157809983897,0.22562858504224162,0.28502532190068636,0.4942232074288,0.5299852139192692,r_active,DecisionTreeClassifier,27,0,1,0,0,1,0,0,0,0,0,0
0.6023590469450342,0.19287868222744176,0.552012882447665,0.28586830388731044,0.4022211360921038,0.5801314694555878,0.5814587336649727,r_active,LinearDiscriminantAnalysis,27,0,1,0,0,1,0,0,0,0,0,0
0.6023590469450342,0.19287868222744176,0.552012882447665,0.28586830388731044,0.4022211360921038,0.5801314694555878,0.5814587336649727,r_active,LogisticRegression,27,0,1,0,0,0,1,0,0,0,0,0
0.6765443332322313,0.19321731486210866,0.3896940418679549,0.2581411939898626,0.32358102687525075,0.531409610977678,0.5573005525324904,r_active,RandomForestClassifier,27,0,1,0,0,0,1,0,0,0,0,0
0.6415630371044384,0.18211345229693854,0.42608695652173917,0.2551605686656564,0.33603916776510817,0.5369052171668041,0.5519530197726416,r_active,KNeighborsClassifier,27,0,1,0,0,0,1,0,0,0,0,0
0.6013008458868331,0.192454594017094,0.552012882447665,0.28540278409213915,0.4018527749642491,0.5795750206379254,0.5808391549784794,r_active,LinearSVC,27,0,1,0,0,0,1,0,0,0,0,0
0.6786708455498265,0.18728722258134023,0.3671497584541063,0.24800233400491023,0.3079419130383414,0.5170302617957682,0.549126304258032,r_active,XGBClassifier,27,0,1,0,0,0,1,0,0,0,0,0
0.6606510969568294,0.16772139061295688,0.3462157809983897,0.22562858504224162,0.28502532190068636,0.4942232074288,0.5299852139192692,r_active,DecisionTreeClassifier,27,0,1,0,0,0,1,0,0,0,0,0
0.6023590469450342,0.19287868222744176,0.552012882447665,0.28586830388731044,0.4022211360921038,0.5801314694555878,0.5814587336649727,r_active,LinearDiscriminantAnalysis,27,0,1,0,0,0,1,0,0,0,0,0
0.5408452128197352,0.17355430701295363,0.5813204508856683,0.2672715965626413,0.3954146643366827,0.5566737009312138,0.5576986393213966,r_active,LogisticRegression,27,0,1,0,0,0,0,1,0,0,0,0
0.6351801300845886,0.16153103718893191,0.3602254428341385,0.2227762218106438,0.2887227704947546,0.4954612713879935,0.5208809989883207,r_active,RandomForestClassifier,27,0,1,0,0,0,0,1,0,0,0,0
0.6076500522360395,0.16535787554137224,0.4265700483091788,0.23816821169389335,0.3239011836723742,0.520614982822817,0.5323680476985796,r_active,KNeighborsClassifier,27,0,1,0,0,0,0,1,0,0,0,0
0.5397836416944698,0.17315962031253443,0.5813204508856683,0.26679542954295427,0.394987812092323,0.5559879162029567,0.5570790606349035,r_active,LinearSVC,27,0,1,0,0,0,0,1,0,0,0,0
0.630964176187106,0.172877878020923,0.41175523349436394,0.24350649350649353,0.32259053461206816,0.5244022310781724,0.5398305287670085,r_active,XGBClassifier,27,0,1,0,0,0,0,1,0,0,0,0
0.6140026286523103,0.14572931652139573,0.3462157809983897,0.2049175291957864,0.27120767014515473,0.47554298535331935,0.5027237517135691,r_active,DecisionTreeClassifier,27,0,1,0,0,0,0,1,0,0,0,0
0.5397836416944698,0.17315962031253443,0.5813204508856683,0.26679542954295427,0.394987812092323,0.5559879162029567,0.5570790606349035,r_active,LinearDiscriminantAnalysis,27,0,1,0,0,0,0,1,0,0,0,0
0.4984800997539851,0.16627653490445715,0.6104669887278583,0.26116572778206876,0.3974303399040046,0.540577718045964,0.5450104460367916,r_active,LogisticRegression,27,0,1,0,0,0,0,0,1,0,0,0
0.7041519226232601,0.14354066985645933,0.2136876006441224,0.17095090068547747,0.19393713407254767,0.40602921748888315,0.5002762662452334,r_active,RandomForestClassifier,27,0,1,0,0,0,0,0,1,0,0,0
0.6659387321807704,0.16399286987522282,0.3239935587761675,0.21683552220137584,0.2699418248505671,0.4811813638930076,0.5238307323001036,r_active,KNeighborsClassifier,27,0,1,0,0,0,0,0,1,0,0,0
0.4984800997539851,0.16627653490445715,0.6104669887278583,0.26116572778206876,0.3974303399040046,0.540577718045964,0.5450104460367916,r_active,LinearSVC,27,0,1,0,0,0,0,0,1,0,0,0
0.7370471472382301,0.15277777777777776,0.17648953301127213,0.16273075583420413,0.17041855751533172,0.38234670850588054,0.5039820651425629,r_active,XGBClassifier,27,0,1,0,0,0,0,0,1,0,0,0
0.732767162066525,0.14851552360986323,0.18421900161030594,0.1639896699420509,0.17540546550242941,0.38637391639987245,0.5047489060096139,r_active,DecisionTreeClassifier,27,0,1,0,0,0,0,0,1,0,0,0
0.4984800997539851,0.16627653490445715,0.6104669887278583,0.26116572778206876,0.3974303399040046,0.540577718045964,0.5450104460367916,r_active,LinearDiscriminantAnalysis,27,0,1,0,0,0,0,0,1,0,0,0
0.5016547029285883,0.16165825780578194,0.581159420289855,0.25282222027512485,0.3822988539871484,0.5324483126782392,0.5346937126232423,r_active,LogisticRegression,27,0,1,0,0,0,0,0,0,1,0,0
0.6002224244262461,0.16948948192122568,0.44122383252818037,0.24436857413037247,0.33322701550214306,0.5259784273401352,0.5341187316296415,r_active,RandomForestClassifier,27,0,1,0,0,0,0,0,0,1,0,0
0.6065851110437097,0.19759779434611388,0.559098228663446,0.29176437913447456,0.408913709324207,0.5860355411761425,0.5868601428323426,r_active,KNeighborsClassifier,27,0,1,0,0,0,0,0,0,1,0,0
0.49953830081218614,0.16114950729703145,0.581159420289855,0.2521753227954375,0.38167334106655354,0.5310388333083822,0.5334545552502559,r_active,LinearSVC,27,0,1,0,0,0,0,0,0,1,0,0
0.6002561250968895,0.16550249179953222,0.434621578099839,0.2393994661550155,0.32744053919777677,0.5205790239344316,0.5314371831019642,r_active,XGBClassifier,27,0,1,0,0,0,0,0,0,1,0,0
0.5631078758467293,0.1549111714717831,0.45652173913043476,0.23116197038677658,0.32826998524589585,0.5135550278741944,0.518843273530521,r_active,DecisionTreeClassifier,27,0,1,0,0,0,0,0,0,1,0,0
0.49953830081218614,0.16114950729703145,0.581159420289855,0.2521753227954375,0.38167334106655354,0.5310388333083822,0.5334545552502559,r_active,LinearDiscriminantAnalysis,27,0,1,0,0,0,0,0,0,1,0,0
0.6606477268897651,0.2384460547504026,0.6172302737520129,0.34399387674153403,0.4684019924690457,0.6417446121630614,0.642568048895833,r_active,LogisticRegression,27,0,0,1,1,0,0,0,0,0,0,0
0.5673676406160483,0.19859803306130988,0.6539452495974235,0.30222807139450575,0.4436380967541426,0.5920187708637316,0.6033047189746721,r_active,RandomForestClassifier,27,0,0,1,1,0,0,0,0,0,0,0
0.6861860951032925,0.2034456466010228,0.38888888888888884,0.2619262310027892,0.32282503644732746,0.527524514303082,0.5624741842213962,r_active,KNeighborsClassifier,27,0,0,1,1,0,0,0,0,0,0,0
0.6606477268897651,0.2384460547504026,0.6172302737520129,0.34399387674153403,0.4684019924690457,0.6417446121630614,0.642568048895833,r_active,LinearSVC,27,0,0,1,1,0,0,0,0,0,0,0
0.5673676406160483,0.19859803306130988,0.6539452495974235,0.30222807139450575,0.4436380967541426,0.5920187708637316,0.6033047189746721,r_active,XGBClassifier,27,0,0,1,1,0,0,0,0,0,0,0
0.5673676406160483,0.19859803306130988,0.6539452495974235,0.30222807139450575,0.4436380967541426,0.5920187708637316,0.6033047189746721,r_active,DecisionTreeClassifier,27,0,0,1,1,0,0,0,0,0,0,0
0.6606477268897651,0.2384460547504026,0.6172302737520129,0.34399387674153403,0.4684019924690457,0.6417446121630614,0.642568048895833,r_active,LinearDiscriminantAnalysis,27,0,0,1,1,0,0,0,0,0,0,0
0.629885754726519,0.21119136040901965,0.5818035426731079,0.30895072599898243,0.4290514624282335,0.6045793448794039,0.6099847948805441,r_active,LogisticRegression,27,0,0,1,0,1,0,0,0,0,0,0
0.6892663364000944,0.16271061457603764,0.278743961352657,0.20547326927814732,0.24394537198740432,0.45710775484917976,0.5185541368101575,r_active,RandomForestClassifier,27,0,0,1,0,1,0,0,0,0,0,0
0.6659421022478348,0.18462346946607333,0.38904991948470213,0.250201393488019,0.3182388405834505,0.5234942557368899,0.5507827044759321,r_active,KNeighborsClassifier,27,0,0,1,0,1,0,0,0,0,0,0
0.6277626124759883,0.21318988450877865,0.5964573268921095,0.31312825073436273,0.4370149327875817,0.6097619277009737,0.614833372244072,r_active,LinearSVC,27,0,0,1,0,1,0,0,0,0,0,0
0.6680585043642369,0.16093189964157706,0.3088566827697263,0.2113375225503372,0.2605769023679471,0.4725214178576998,0.5187406090428557,r_active,XGBClassifier,27,0,0,1,0,1,0,0,0,0,0,0
0.6776059043574967,0.15615079365079365,0.2790660225442834,0.20021262458471764,0.24106449106449102,0.4552318686793851,0.5118998018545456,r_active,DecisionTreeClassifier,27,0,0,1,0,1,0,0,0,0,0,0
0.6245812691672564,0.21502362177220055,0.610950080515298,0.31726190476190474,0.4450344979082601,0.6151443728215179,0.6189818556232004,r_active,LinearDiscriminantAnalysis,27,0,0,1,0,1,0,0,0,0,0,0
0.629885754726519,0.21119136040901965,0.5818035426731079,0.30895072599898243,0.4290514624282335,0.6045793448794039,0.6099847948805441,r_active,LogisticRegression,27,0,0,1,0,0,1,0,0,0,0,0
0.6892663364000944,0.16271061457603764,0.278743961352657,0.20547326927814732,0.24394537198740432,0.45710775484917976,0.5185541368101575,r_active,RandomForestClassifier,27,0,0,1,0,0,1,0,0,0,0,0
0.6659421022478348,0.18462346946607333,0.38904991948470213,0.250201393488019,0.3182388405834505,0.5234942557368899,0.5507827044759321,r_active,KNeighborsClassifier,27,0,0,1,0,0,1,0,0,0,0,0
0.6277626124759883,0.21318988450877865,0.5964573268921095,0.31312825073436273,0.4370149327875817,0.6097619277009737,0.614833372244072,r_active,LinearSVC,27,0,0,1,0,0,1,0,0,0,0,0
0.6680585043642369,0.16093189964157706,0.3088566827697263,0.2113375225503372,0.2605769023679471,0.4725214178576998,0.5187406090428557,r_active,XGBClassifier,27,0,0,1,0,0,1,0,0,0,0,0
0.6776059043574967,0.15615079365079365,0.2790660225442834,0.20021262458471764,0.24106449106449102,0.4552318686793851,0.5118998018545456,r_active,DecisionTreeClassifier,27,0,0,1,0,0,1,0,0,0,0,0
0.6245812691672564,0.21502362177220055,0.610950080515298,0.31726190476190474,0.4450344979082601,0.6151443728215179,0.6189818556232004,r_active,LinearDiscriminantAnalysis,27,0,0,1,0,0,1,0,0,0,0,0
0.5927914265493883,0.19711785985569033,0.5958132045088567,0.2961688470556367,0.4240921840229215,0.5930489677423761,0.5940652143981706,r_active,LogisticRegression,27,0,0,1,0,0,0,1,0,0,0,0
0.6649007515249553,0.1940790109147107,0.41884057971014493,0.2648976248976249,0.33960608679709803,0.5431485345092983,0.5625801411561877,r_active,RandomForestClassifier,27,0,0,1,0,0,0,1,0,0,0,0
0.6299295655983554,0.18667877253595508,0.4634460547504025,0.26570977286619174,0.3567811562898083,0.5514489416593361,0.5607193099030824,r_active,KNeighborsClassifier,27,0,0,1,0,0,0,1,0,0,0,0
0.5927914265493883,0.19711785985569033,0.5958132045088567,0.2961688470556367,0.4240921840229215,0.5930489677423761,0.5940652143981706,r_active,LinearSVC,27,0,0,1,0,0,0,1,0,0,0,0
0.6171772318269134,0.17393870840132522,0.44138486312399355,0.24927209021146393,0.33714450769687504,0.5334891394019333,0.5441125059114392,r_active,XGBClassifier,27,0,0,1,0,0,0,1,0,0,0,0
0.641549556836181,0.19632952420383334,0.47809983896940417,0.2779448046015449,0.370841493154944,0.5649977573831125,0.5736224101910218,r_active,DecisionTreeClassifier,27,0,0,1,0,0,0,1,0,0,0,0
0.5927914265493883,0.19711785985569033,0.5958132045088567,0.2961688470556367,0.4240921840229215,0.5930489677423761,0.5940652143981706,r_active,LinearDiscriminantAnalysis,27,0,0,1,0,0,0,1,0,0,0,0
0.5726182051022816,0.18814822494067776,0.5961352657004831,0.2855743443978738,0.4149223354251608,0.5796377262000822,0.5824542499506133,r_active,LogisticRegression,27,0,0,1,0,0,0,0,1,0,0,0
0.7730697940889025,0.2184326255754827,0.2278582930756844,0.22147281784708686,0.22489476128793692,0.43981312632713637,0.5463950697100849,r_active,RandomForestClassifier,27,0,0,1,0,0,0,0,1,0,0,0
0.7412462508003909,0.2040509259259259,0.2790660225442834,0.23350168350168352,0.258104926558437,0.47229689999470464,0.5490745230441367,r_active,KNeighborsClassifier,27,0,0,1,0,0,0,0,1,0,0,0
