,CID,MolMR,NumRotatableBonds,NumHAcceptors,NumHDonors,TPSA,LabuteASA,MolLogP,qvina,rfscore_qvina,plants,rfscore_plants,r_inhibition_at_50_uM,f_inhibition_at_50_uM,r_active,f_active
85,VLA-UCB-00f2c2b3-2,77.40140000000002,3,3,2,70.67,115.59328243544986,2.44752,-6.5,6.8591915993451025,-78.4324,7.15566978660229,,0.24765660000000003,0,0
86,LON-WEI-ff7b210a-1,109.86530000000002,3,5,1,76.07000000000002,172.13818096026267,3.844100000000002,-8.8,6.803755205572211,-87.4807,7.118578637029639,20.062139186842803,-3.7155339999999994,0,0
87,LON-WEI-ff7b210a-2,91.91060000000002,4,6,0,94.31,153.6441092844261,3.3704000000000027,-8.1,6.570770333111332,-69.4571,6.629805514929514,0.0,10.951480499999999,0,0
88,LON-WEI-ff7b210a-3,84.39720000000003,3,3,1,55.4,127.96916743942964,2.895900000000001,-7.2,6.287139208513705,-69.7113,6.329333479575978,39.5552300282755,4.82409,0,0
89,LON-WEI-ff7b210a-4,103.79500000000002,5,5,1,89.02,161.7197627290279,3.3766000000000016,-7.3,7.063189247474753,-83.0774,7.318664579365077,100.0,94.71566,1,1
90,LON-WEI-ff7b210a-5,56.10830000000002,3,6,0,86.22,97.5341994771953,0.7101999999999999,-5.3,5.874694821789322,-58.2721,5.922243095349095,100.0,98.471745,1,1
91,LON-WEI-ff7b210a-6,114.1754,4,4,2,84.5,172.73764592914543,3.7581000000000016,-8.5,7.021560485486737,-74.264,6.418832467532472,34.1688694888783,-22.917935,0,0
92,LON-WEI-ff7b210a-7,89.39000000000004,3,5,1,43.08,132.80067065594778,3.3514000000000026,-7.4,6.373496511044508,-79.9311,7.217593499611503,0.0,-6.968714500000001,0,0
93,LON-WEI-ff7b210a-8,109.6121,2,8,2,94.26,162.71116944083124,4.002300000000002,-8.0,7.027683523920526,-80.9467,7.053988940448438,38.84,-3.3372365,0,0
94,LON-WEI-ff7b210a-9,108.47980000000004,3,5,1,78.67,180.83514013730198,3.1949000000000023,-8.8,7.4841706057275985,-78.2518,7.170225597624599,0.0,-1.4381795,0,0
95,LON-WEI-ff7b210a-10,126.51580000000004,8,8,0,82.25,193.5784606711291,3.591140000000003,-6.7,7.220761960095465,-87.1783,7.231462435064938,,-3.5939468,0,0
96,LON-WEI-ff7b210a-11,78.01050000000002,3,4,0,29.43,118.15987962834848,4.012100000000002,-5.6,5.8081883902486275,-73.1492,5.878262001968612,44.82,2.8643490000000003,0,0
97,ALP-POS-d2866bdf-1,113.806,6,6,0,54.26000000000001,167.16885435251731,3.792200000000003,-7.2,7.2686128603341125,-83.5572,7.447216941391942,90.2864920436047,90.45515999999999,1,1
98,ROD-LAS-d5538ff9-1,101.49420000000002,5,5,2,76.02000000000002,159.60475780018558,4.3146200000000015,-7.7,7.305879248695747,-79.7504,7.205634631283753,-10.626227527233599,-5.8246044999999995,0,0
99,ROD-LAS-d5538ff9-3,60.89940000000003,3,3,2,70.14,94.35076007284832,1.4400999999999995,-6.2,6.115038894494402,-66.009,6.1835147855477866,-16.293980838048,2.160745,0,0
100,ROD-LAS-d5538ff9-5,95.28820000000002,3,4,1,66.92,144.2121064321203,3.3111200000000016,-7.4,6.935644498445997,-83.5341,7.13001234587634,-6.6570775033041,-13.38719335,0,0
101,ROD-LAS-d5538ff9-6,86.42020000000004,2,5,1,80.23,137.02683460949342,1.5257999999999998,-7.8,6.704044334054828,-75.7419,6.696380867632356,-12.826771704660402,-60.557115,0,0
102,ROD-LAS-d5538ff9-7,72.76560000000002,3,5,2,80.37,108.36006840686844,1.7976200000000002,-6.2,6.296976649961151,-67.2646,5.600208867576869,-6.317691366490309,-19.770775,0,0
103,ROD-LAS-d5538ff9-8,103.97380000000004,5,5,0,59.08000000000001,159.90390562551104,2.878700000000001,-7.1,6.767232945557712,-77.6266,6.7451820174857815,68.26154193128511,-17.11682,1,0
104,ROD-LAS-d5538ff9-9,85.27580000000002,3,5,2,110.05,129.8886221233455,3.1820000000000004,-7.4,7.107327855477857,-67.7684,7.234658999000995,0.772104290490553,9.05632,0,0
105,LON-WEI-babf2c61-1,137.9266999999999,8,3,1,62.3,210.19154142245682,5.790800000000004,-7.4,7.472430395548898,-94.59,7.516126147186147,60.6090700793835,57.862984999999995,1,1
106,LON-WEI-babf2c61-2,137.6536999999999,8,3,1,62.3,206.25321730997175,5.445820000000005,-7.2,7.452053867410365,-90.8091,7.457731932900431,0.0,78.2,0,1
107,LON-WEI-babf2c61-3,137.6316999999999,8,4,1,86.09,210.64579699144048,5.009080000000004,-7.5,7.540666749639254,-92.265,7.707090911976918,89.15503524983289,87.0571,1,1
