,CID,MolMR,NumRotatableBonds,NumHAcceptors,NumHDonors,TPSA,LabuteASA,MolLogP,qvina,rfscore_qvina,plants,rfscore_plants,r_inhibition_at_50_uM,f_inhibition_at_50_uM,r_active,f_active
108,LON-WEI-babf2c61-4,134.58149999999998,8,4,2,82.53,204.68250894777114,4.843000000000004,-7.3,7.542470425491168,-89.8355,7.442179178210674,,23.517565,0,0
109,LON-WEI-babf2c61-5,124.22870000000002,8,3,1,62.3,203.5933212880457,5.512100000000004,-7.6,7.579006909090909,-89.1298,7.662146025974032,82.07640806655441,68.21132,1,1
110,LON-WEI-babf2c61-6,123.95570000000002,8,3,1,62.3,199.6549971755606,5.167120000000004,-7.6,7.447134433122437,-95.1264,7.609707195526697,91.5914469286068,62.97554,1,1
111,LON-WEI-babf2c61-7,123.93370000000002,8,4,1,86.09,204.04757685702938,4.730380000000004,-8.0,7.395199192307695,-91.8761,7.6922905290820305,96.5337884677182,93.22245500000001,1,1
112,LON-WEI-babf2c61-8,120.8835,8,4,2,82.53,198.08428881336,4.564300000000004,-7.5,7.2227735959595964,-92.6232,7.50584463791764,,44.94313,0,0
113,LON-WEI-babf2c61-9,119.2187,8,3,1,62.3,193.29005506116403,4.858700000000004,-7.6,7.369327495337997,-92.5444,7.4949771293706275,100.0,72.70916,1,1
114,LON-WEI-babf2c61-10,122.97770000000004,8,5,1,88.33,191.85360874636777,4.125400000000004,-7.4,7.0710823957708975,-93.0104,7.563842728354982,100.0,31.336695000000002,1,0
115,LON-WEI-babf2c61-11,127.98770000000003,8,5,1,88.33,202.15687497324944,4.778800000000004,-7.5,7.30606095887446,-93.649,7.643590314701643,100.0,40.20597,1,0
116,LON-WEI-babf2c61-12,124.64250000000004,8,6,2,108.56,196.64784249856382,3.8310000000000017,-7.5,7.661461946969693,-98.1671,7.6821570513930535,,,0,0
117,LON-WEI-babf2c61-13,127.71470000000004,8,5,1,88.33,198.2185508607644,4.4338200000000025,-7.5,7.732897061244309,-93.4028,7.617646731007555,0.0,24.810845,0,0
118,LON-WEI-babf2c61-14,127.69270000000004,8,6,1,112.12,202.61113054223316,3.997080000000003,-7.9,7.511817611832608,-96.0125,7.645503280846606,,,0,0
119,JAG-UCB-4709a583-1,86.61470000000004,3,6,1,75.42,136.4624767168117,1.9951,-7.4,7.027694558941063,-68.453,5.667233812576315,0.0,5.2930975,0,0
120,DAR-DIA-8e329c92-9,104.5539,4,2,2,61.96,150.03920709686332,3.6538000000000017,-8.5,6.7534064190254215,-81.1663,6.795490791541799,7.36,4.424129499999999,0,0
121,JAG-UCB-1d922829-1,112.69470000000004,5,4,1,62.3,169.25714018153332,4.090640000000001,-7.7,7.129715977994229,-82.7242,7.361748950549448,,,0,0
122,JAG-UCB-1d922829-2,112.69470000000004,5,4,1,62.3,169.25714018153332,4.090640000000001,-7.6,7.115231218253967,-84.8037,7.437699295066045,,,0,0
123,JAG-UCB-1d922829-3,112.96770000000002,5,4,1,62.3,173.19546429401834,4.435620000000003,-8.3,7.522383344683095,-83.5431,7.526656288100789,,,0,0
124,JAG-UCB-1d922829-4,89.51870000000002,4,2,1,49.41,142.35307369373595,4.124100000000002,-6.9,5.6923087753357695,-84.4183,6.355688464646456,,,0,0
125,JAG-UCB-1d922829-5,89.22370000000002,4,3,1,73.2,142.8073292627196,3.342380000000001,-7.4,6.838901176601177,-80.813,6.848988101620599,,,0,0
126,JAG-UCB-1d922829-6,89.51070000000004,4,2,1,49.41,150.91135579002957,4.489500000000001,-7.5,6.728014777111772,-85.6687,6.526840013708512,,,0,0
127,JAG-UCB-ef2c0e8e-2,63.93640000000002,2,2,2,58.2,101.54059871089576,1.6662,-6.5,5.0878386810966765,-69.5694,5.498195567821068,0.0,5.827566,0,0
128,JAG-UCB-ef2c0e8e-3,80.28270000000002,3,4,1,64.24000000000001,120.36184331580029,2.541620000000001,-7.2,6.280321323232324,-79.7107,6.670660677489178,-9.02891182485719,-5.834,0,0
129,JAG-UCB-ef2c0e8e-5,71.92190000000002,4,5,2,97.97,115.24653040176813,1.1907,-7.0,6.115435428959932,-71.4968,6.311191725163733,6.765,-6.15504854,0,0
130,JAG-UCB-ef2c0e8e-6,85.50430000000004,4,4,2,86.71000000000002,134.67460270648854,2.0458,-7.0,6.058298081529582,-79.2212,6.259746290598288,0.0,-2.697712,0,0
131,JAG-UCB-ef2c0e8e-7,68.9261,3,5,3,104.7,120.91416997808363,0.8438999999999994,-7.1,5.476763547563554,-77.7587,6.004486781440788,3.33138973424214,14.787429999999999,0,0
132,JAG-UCB-ef2c0e8e-8,77.29420000000003,4,3,1,80.47,119.36713124081557,1.02212,-7.0,6.614983365023872,-82.0832,6.63247633716284,0.0,0.1381135,0,0
133,JAG-UCB-ef2c0e8e-9,65.66240000000002,2,2,2,58.2,100.40293533404764,1.3780399999999997,-6.7,5.752870545787541,-69.0935,6.094734642080143,0.0,-9.381194,0,0
134,JAG-UCB-ef2c0e8e-10,65.81540000000003,2,2,2,58.2,104.34125944653269,1.8047,-6.5,5.8998368888888875,-67.7364,5.8745457424242415,-11.9822335563506,-3.6779550000000003,0,0
135,BEN-BAS-bb561ced-1,121.31710000000002,5,3,3,97.64,185.4130432423057,4.300900000000002,-9.1,7.769649692279942,-97.8535,7.749734435786428,12.376165489821801,-1.08354085,0,0
136,ERI-BAS-37e2bb46-1,106.9945,4,6,2,93.18,166.53790633404267,3.2757000000000014,-8.6,7.5771914835605525,-92.0678,7.438918750360752,55.325,2.501051,1,0
137,ERI-BAS-bd3ef700-1,113.50710000000004,6,4,3,103.01000000000002,174.25880948208766,3.2242200000000016,-8.4,7.355127581363077,-93.5425,7.3671236060606065,0.0,2.9529215,0,0
138,ERI-BAS-962ecb40-1,134.18839999999992,9,5,3,100.19,198.4890446051083,4.391300000000003,-9.1,7.499322994949497,-89.7749,7.40262368797868,-3.32130556433712,-32.819765000000004,0,0
139,ALP-POS-c59291d4-1,124.915,6,5,0,51.02,183.73623065958472,5.393200000000005,-7.7,7.2610717304639785,-92.0553,7.50257176676102,36.1048348320206,39.13758,0,0
140,ALP-POS-c59291d4-2,118.39970000000002,7,6,1,80.12,177.48534708036235,4.074700000000003,-7.8,7.5907442281052315,-87.6591,7.613142833999333,78.12914402174,89.29024,1,1
141,ALP-POS-c59291d4-3,120.8327,7,6,1,80.12,182.8444580412297,4.074700000000003,-7.6,7.40334472760573,-90.1721,7.508653964590968,62.235560331948605,70.195875,1,1
142,ALP-POS-c59291d4-4,109.0257,6,6,1,63.05,160.5939407515254,3.7679000000000022,-7.2,7.214320048090799,-76.8991,7.419735639915642,70.4921969469493,82.620135,1,1
143,ALP-POS-c59291d4-5,72.50420000000003,2,3,1,54.98,113.54224593008594,3.435500000000001,-6.9,6.2522327684537675,-77.8691,6.498977405483396,100.0,100.014065,1,1
144,ALP-POS-c59291d4-6,125.53320000000004,5,4,1,75.44,189.20667208891004,5.274900000000005,-6.4,7.2990336497391475,-83.8586,7.333551820307147,23.946492690503103,86.64098,0,1
145,ALP-POS-c0c213c9-5,115.3004,7,6,1,77.04,172.7593989392589,3.6987000000000014,-7.5,7.407349679542682,-97.452,7.45439042279943,,,0,0
146,ALP-POS-c0c213c9-9,132.29649999999992,8,7,0,78.07000000000002,202.58856429596176,4.4268000000000045,-7.4,7.198179756243763,-85.4538,7.572482766400269,,1.8938721,0,0
147,ALP-POS-c0c213c9-12,112.89640000000004,7,8,1,89.51,173.02962093696232,1.8682999999999996,-7.3,7.407274179653679,-93.7284,7.527990254023753,,-1.293421555,0,0
148,ALP-POS-c0c213c9-13,120.09370000000006,6,6,1,72.28,181.9179031126712,2.9680000000000017,-8.3,7.397308455211455,-105.822,7.746090666611165,,,0,0
149,ALP-POS-c0c213c9-14,112.012,6,5,0,63.91,169.03033938437642,3.653000000000002,-7.6,7.0369378827561375,-83.2011,7.362310557303809,,16.09721,0,0
150,MAT-POS-c79fcd02-1,115.43670000000002,8,7,1,87.5,178.89932161382774,3.5572000000000017,-8.3,7.626708045315791,-82.439,7.670936061938059,0.0,0.116292,0,0
151,ERI-BAS-50567787-1,121.61210000000004,4,5,3,116.32,191.91347594957764,2.51072,-8.8,7.520749270673764,-82.9905,7.489148581335328,0.0,-6.6459494999999995,0,0
152,ALP-POS-91609ae9-1,80.99270000000003,4,2,1,52.23,128.08558292770442,2.8093200000000014,-6.8,5.878131207292707,-85.2934,6.390905189477191,0.0,2.3910315,0,0
153,ALP-POS-91609ae9-2,88.93140000000004,4,4,1,62.46,137.8566764741143,3.1249200000000017,-6.6,6.850103660062167,-85.8225,6.572483356476859,0.0,35.63832,0,0
154,ALP-POS-91609ae9-3,88.49270000000004,3,3,1,65.12,137.22546477999762,3.0535000000000005,-7.2,6.925882855533353,-83.1104,7.290711098845608,88.8175554313043,84.14674000000001,1,1
155,IAN-BAS-647c7407-1,136.50239999999994,6,7,2,126.39,211.07920673793203,1.5354999999999996,-9.6,7.680164730741477,-91.0753,7.760007393245642,0.0,-3.763586,0,0
156,EDJ-MED-6af13d92-1,100.12790000000004,6,4,2,80.41999999999999,150.31451725293513,2.6539200000000007,-7.0,6.8863475808080805,-74.9218,7.017017156343657,89.65190756958219,96.43631500000001,1,1
157,EDJ-MED-6af13d92-2,95.34890000000004,6,4,2,80.41999999999999,148.1151105414647,2.4846000000000004,-7.3,6.737682898601401,-79.4707,6.714932821178823,,12.47232,0,0
158,EDJ-MED-6af13d92-3,101.94290000000002,7,5,2,89.64999999999998,155.42806248244204,2.3541,-6.9,6.233597991563983,-74.7364,6.5149488023088,,90.90139,0,1
159,BEN-BAS-baaab58b-1,93.65200000000002,6,4,5,135.53,147.16083297581227,0.20060000000000014,-7.6,7.264164907037412,-91.0061,7.394758276778782,76.59780980652108,3.0230794999999997,1,0
160,MAT-POS-ee51dedd-1,73.73400000000002,3,3,0,47.34,117.7221442299415,1.44128,-6.6,6.8939422539682536,-78.2598,6.945857029082032,,85.20008,0,1
161,MAT-POS-ee51dedd-2,70.37780000000005,3,4,0,57.69000000000001,115.00081948250616,0.8197999999999999,-6.1,7.0223371940836845,-66.3923,7.151083320457316,,73.74619,0,1
162,MAT-POS-ee51dedd-3,96.5727,4,2,1,32.34,149.91560466895618,4.609200000000003,-7.5,6.991033459151963,-86.7926,6.967013147186142,,52.54101,0,1
163,LOR-NEU-c8f11034-1,47.1022,0,2,1,46.17,76.89591018409789,1.5839,-5.2,4.815373297535797,-59.6259,5.286660209235211,67.3935269606706,-4.451432,1,0
164,LOR-NEU-c8f11034-2,83.8045,2,2,0,37.38,132.39546559679522,3.9411000000000014,-7.0,6.213200928404922,-74.8336,6.125543547563546,100.0,-1.150091,1,0
165,LOR-NEU-c8f11034-3,47.1022,0,2,1,46.17,76.89591018409791,1.5839,-5.5,4.908400120768119,-59.8625,5.199243896103897,66.1315201085025,-1.049148,1,0
166,LOR-NEU-c8f11034-4,47.1022,0,2,1,46.17,76.89591018409791,1.5839,-5.2,4.776264430985681,-59.3432,5.038275198412697,23.767439463625998,-4.6235315,0,0
167,LOR-NEU-c8f11034-5,76.10450000000003,2,2,0,37.38,118.52791799115387,3.178600000000001,-6.8,6.0854309038739025,-76.9149,5.9382286524586485,100.0,0.43852394,1,0
168,LOR-NEU-c8f11034-6,50.77540000000001,1,4,2,106.33,85.12902916788433,-0.5311999999999999,-6.1,5.799147124819621,-55.7081,6.225699717893216,37.0688178484373,-3.208671,0,0
169,LOR-NEU-c8f11034-7,69.35650000000001,2,2,0,37.38,110.06825561952441,2.6817200000000003,-5.7,5.566647095127096,-68.8116,5.681196643689638,95.59446379813758,-4.2164485,1,0
170,LOR-NEU-c8f11034-8,76.60700000000003,2,4,1,83.55000000000003,122.73279367392544,1.3845,-6.8,6.527478634365638,-66.3758,5.61071178521479,0.0,-10.713224499999999,0,0
171,LOR-NEU-c8f11034-9,76.10450000000003,2,2,0,37.38,118.52791799115386,3.1786000000000016,-6.7,6.177344414196908,-80.6171,6.162436552170048,0.0,-0.16382595,0,0
172,BEN-BAS-0534ec5c-1,122.7216,5,5,3,104.7,182.8274994789071,3.658800000000001,-8.8,7.436958776612284,-89.3069,7.486291722888228,12.831431518571,3.734322,0,0
173,BEN-BAS-f6e16b09-1,99.64950000000003,6,4,2,67.79,157.8531335038009,3.0862000000000016,-7.5,6.507766250138756,-88.868,6.678465714674215,,-4.269039,0,0
174,ANN-UNI-98d2bf15-2,76.26760000000002,4,3,2,85.08000000000001,116.38071084480222,1.6701199999999998,-7.0,6.945348295815292,-75.0562,6.723965526029524,0.535,-5.830779,0,0
175,ANN-UNI-98d2bf15-5,74.43270000000003,4,3,1,51.22,124.48944948603136,3.4698200000000017,-6.9,6.807933711066706,-72.5655,6.690752155788653,12.575,-22.530473999999998,0,0
176,EDJ-MED-c9f55a56-1,64.63240000000002,3,3,2,70.67,99.27656001811128,1.6027399999999996,-6.2,5.4910301221001285,-69.4555,6.042434140637143,4.87090103356108,0.40377305,0,0
177,ALP-POS-90c18d1d-1,98.21750000000006,5,4,2,65.46000000000001,148.25224488859897,2.9166200000000013,-6.9,6.766729430735924,-84.6463,6.9779453639971205,,34.48807,0,0
178,NAU-LAT-445f63e5-1,71.79250000000003,5,3,1,59.06,106.74866761132385,2.066,-6.6,6.4706957215562175,-74.7336,6.167113350760349,17.215,-32.510659999999994,0,0
179,NAU-LAT-445f63e5-2,66.88350000000003,4,3,1,59.06,104.54926089985346,2.1626000000000003,-6.3,6.691539424908421,-75.97800000000002,6.485973468919963,-5.132368024125889,-13.82874,0,0
180,NAU-LAT-445f63e5-3,66.75650000000002,5,6,1,97.98,109.657702218327,1.2838999999999998,-6.4,6.1066911561771615,-69.5655,6.125557023421023,9.431076676607779,-1.330481665,0,0
181,NAU-LAT-445f63e5-5,88.37250000000006,5,4,1,62.3,130.5974964711878,2.6237000000000013,-6.6,6.9471383191808185,-72.0557,6.917337473248973,0.0,1.3766287,0,0
182,NAU-LAT-445f63e5-6,89.32140000000004,4,3,2,63.25,135.63170065052128,2.995000000000002,-7.3,6.9924633603063615,-75.631,6.980838127705628,14.603845256809,-1.3246276000000001,0,0
183,NAU-LAT-445f63e5-7,87.48850000000004,5,4,1,68.29,136.31615014488796,2.1518,-6.6,6.473231372405372,-77.2011,7.042157949494955,11.6472339192999,3.0626145,0,0
184,BAR-COM-0f94fc3d-3,99.28940000000004,6,3,2,67.42999999999999,158.6066577781861,3.517900000000002,-7.3,6.826834759740268,-87.5862,7.145147393939395,-20.936736835064302,21.59331,0,0
185,BAR-COM-0f94fc3d-4,99.65870000000004,7,5,1,68.92,151.67654995779822,1.91232,-7.7,7.0944184538239465,-91.8011,7.079427728715722,0.0,-2.516063,0,0
186,BAR-COM-0f94fc3d-5,104.40470000000006,6,5,1,84.30000000000003,160.70817539874452,1.7936399999999997,-6.3,7.0260873870573874,-77.0388,7.1116162560772525,-29.5686692304415,-19.371505,0,0
187,BAR-COM-0f94fc3d-7,92.07640000000004,7,5,2,99.81,146.19555806086362,1.3249,-7.0,7.147219973359972,-86.2037,7.319535370851367,-26.0568741476894,-6.8627009999999995,0,0
188,BAR-COM-0f94fc3d-13,80.89950000000003,3,2,2,49.33,122.98436133631807,3.7560200000000017,-7.0,6.285391100788098,-68.9103,6.446227649794644,-0.6306150700130151,-10.9822,0,0
189,BAR-COM-0f94fc3d-18,79.49970000000002,3,3,1,46.92,120.78068777562021,3.1225200000000006,-6.6,6.818056995948497,-77.2808,6.80309057142857,41.685,7.8169085,0,0
190,BAR-COM-0f94fc3d-20,101.40070000000004,4,5,1,64.74000000000001,150.64442215011545,3.4775400000000016,-7.3,7.1943076776001735,-83.0004,7.183497644411143,0.0,-0.417342,0,0
191,BAR-COM-0f94fc3d-23,78.52050000000001,4,4,2,71.45,124.2896825206934,2.5248,-6.0,5.804002925685428,-72.3081,6.638968286269287,12.120286284919601,-3.6967449999999995,0,0
192,BAR-COM-0f94fc3d-25,84.97470000000004,3,3,1,59.06,133.06813944993522,3.2828200000000014,-6.3,6.541201735486734,-67.0471,6.709135000332997,27.025,22.602535,0,0
193,BAR-COM-0f94fc3d-28,83.74970000000003,3,4,1,60.45,132.76876569450857,2.995820000000001,-6.6,6.5834912874902844,-70.5452,6.445777417804412,10.935,22.162670000000002,0,0
194,BAR-COM-0f94fc3d-33,99.04340000000003,4,4,2,66.49000000000001,147.75647643512124,2.856740000000001,-6.9,7.094461145743143,-72.9883,6.801698947913197,0.0,-9.742989999999999,0,0
195,BAR-COM-0f94fc3d-38,83.24350000000005,4,3,2,62.22,128.34174014122004,3.279720000000002,-6.1,6.7523699378399415,-73.0402,6.439051644799644,7.88645824153136,14.951379999999999,0,0
196,BAR-COM-0f94fc3d-40,104.44870000000002,4,4,1,60.45,161.46091778617594,4.354400000000003,-7.2,6.8572868450993445,-84.7168,6.974463960372955,0.0,-10.369000999999999,0,0
197,BAR-COM-0f94fc3d-41,84.55170000000003,3,3,1,46.92,126.91841859957563,3.636820000000002,-6.3,6.674342608114112,-77.4927,6.8245182992007996,77.42,27.01315,1,0
198,BAR-COM-0f94fc3d-43,98.66170000000004,4,5,1,69.03999999999999,151.3812240155415,3.3345000000000016,-7.0,7.049328445998447,-83.6536,7.115718388111883,0.0,7.303486,0,0
199,BAR-COM-0f94fc3d-45,83.55970000000002,4,4,1,75.00999999999998,133.28084259044078,3.0172800000000013,-6.1,6.7403090531135526,-66.7686,6.727335005550006,40.6293562875783,30.776455,0,0
200,BAR-COM-0f94fc3d-46,77.11370000000002,3,2,1,41.99,121.57531096799481,3.718840000000002,-6.4,5.735515631812628,-71.178,6.6429997486402526,0.0,-2.8733560000000002,0,0
201,BAR-COM-0f94fc3d-48,86.90370000000001,3,4,1,71.53,137.57657623524887,2.40752,-6.9,6.871643996947499,-77.0142,7.114649565934063,67.195,49.274905,1,0
202,BAR-COM-0f94fc3d-49,91.43570000000004,4,3,1,41.99,135.0914032627716,3.863500000000003,-6.6,6.439789686646693,-76.3081,6.031610885614394,0.0,11.601515,0,0
203,BAR-COM-0f94fc3d-50,84.07170000000005,3,4,1,64.11,129.3014864478597,2.8522200000000013,-6.3,6.588072148018651,-69.7168,6.93084992013542,2.77714534492153,-24.073465,0,0
204,BAR-COM-0f94fc3d-51,94.21270000000004,4,5,1,68.92,139.3011202834694,2.47344,-6.6,7.002734340936835,-75.5303,7.1142870975691,0.0,-2.8605495,0,0
205,BAR-COM-0f94fc3d-53,91.80310000000004,4,3,3,90.12,139.98206729507714,2.8093000000000004,-7.8,7.251435379786877,-77.4309,7.17267525979576,0.0,-2.760764,0,0
206,BAR-COM-0f94fc3d-55,100.39200000000002,5,3,2,79.29,155.18492677299895,4.142420000000002,-7.6,6.833532881673883,-85.2391,7.077710572871579,8.51665225771317,6.1158345,0,0
207,BAR-COM-0f94fc3d-58,85.22610000000002,4,4,2,77.24,131.20028157990672,2.7996200000000013,-5.9,5.9280238737373745,-78.0615,5.467559434565435,3.53841646692035,2.2922635,0,0
208,BAR-COM-0f94fc3d-59,80.01540000000001,3,3,2,71.09,126.11532869519121,2.4575000000000005,-7.3,6.8398559023199,-75.6293,6.911048341824842,0.0,-1.014832,0,0
209,JOH-UNI-9b01dc72-1,67.0322,3,3,1,55.13,115.19554508968605,4.8927200000000015,-7.2,6.486193841658339,-58.0907,6.096798898268397,0.0,,0,0
210,ERI-UCB-5b47150d-2,58.85500000000004,3,3,0,42.43,89.87560478657713,1.38772,-4.4,5.523800057331556,-52.9929,5.2237630788100775,18.02,4.9900915,0,0
211,ERI-UCB-5b47150d-4,59.53770000000003,2,2,1,41.99,89.22159599915805,2.4388200000000007,-5.3,5.753130649683645,-64.4302,5.706827541070039,0.0,-8.02258,0,0
212,ERI-UCB-5b47150d-5,59.95600000000003,3,2,0,33.2,94.28670592086388,1.95842,-4.8,5.339857265123758,-62.403,5.427587996225991,4.57,1.67086995,0,0
213,ERI-UCB-5b47150d-6,55.17570000000002,3,2,1,41.99,87.71179231987195,1.93412,-5.4,5.626392469696967,-66.4458,5.218632790043286,3.3541954856279506,3.5664644999999995,0,0
214,MAT-POS-590ac91e-1,54.07470000000003,3,3,1,51.22,83.30069118558522,1.36342,-4.8,5.013452682539684,-59.9411,5.593926421522918,6.56428182717276,8.9727605,0,0
215,MAT-POS-590ac91e-2,54.07470000000003,3,3,1,51.22,83.30069118558522,1.36342,-4.7,4.841519117049613,-59.7685,5.612791516761013,6.671933147201151,0.254632,0,0
216,MAT-POS-590ac91e-3,58.96270000000003,2,3,1,51.22,94.01891310731995,1.3650200000000001,-5.6,5.398376446608944,-62.3559,5.965572591131092,0.0,-2.19780215,0,0
217,MAT-POS-590ac91e-4,59.01070000000003,2,3,1,51.22,94.01891310731995,1.5075199999999995,-6.0,5.436409799422799,-64.5098,6.004205346153847,0.0,12.24261745,0,0
218,MAT-POS-590ac91e-5,64.10870000000003,4,2,1,41.99,96.27614114573893,2.7647200000000014,-5.1,5.837426200632697,-63.5078,5.869869071817068,0.0,2.12211095,0,0
219,MAT-POS-590ac91e-7,60.95150000000003,4,3,2,62.22,94.7054327835383,1.4895199999999995,-5.5,5.413945497113995,-67.4225,5.455476261183257,2.71930924536682,1.3923502,0,0
220,MAT-POS-590ac91e-8,61.124700000000026,4,3,1,51.22,95.02474426084919,1.75352,-5.2,5.395769707792208,-62.504,5.690368347374848,0.0,-3.4532665000000002,0,0
221,MAT-POS-590ac91e-9,61.194700000000026,4,3,1,51.22,95.0247442608492,1.89762,-4.9,5.684042723776217,-64.2372,6.003697278221776,0.0,13.8431555,0,0
222,MAT-POS-590ac91e-10,61.194700000000026,5,3,1,51.22,95.02474426084919,1.89762,-5.4,5.4098397835497805,-61.4707,5.447137392829392,0.0,22.007765,0,0
223,MAT-POS-590ac91e-11,66.22270000000003,4,2,1,41.99,97.28197229926813,3.010720000000002,-5.1,5.387551457431458,-65.1105,6.187854268842269,6.994188058088991,29.180818,0,0
224,MAT-POS-590ac91e-12,55.87540000000002,2,4,2,80.32000000000002,92.00624431570778,0.4369199999999999,-6.2,5.7980555518925545,-58.3726,5.730288740259747,8.855,1.3631175,0,0
225,MAT-POS-590ac91e-13,60.88240000000002,3,3,2,71.09,94.26347235412672,0.8531199999999994,-5.7,5.440915435064942,-62.0835,5.163181847596847,-0.127232951266215,-7.9148855,0,0
226,MAT-POS-590ac91e-17,64.51240000000003,4,3,2,70.67,99.27656001811128,1.6844199999999998,-6.1,6.0393392793872795,-69.1911,6.499337091297594,-1.7618891860822,-26.3187575,0,0
227,MAT-POS-590ac91e-18,66.54170000000003,3,2,1,41.99,101.63525210660627,2.7647200000000014,-5.6,6.0985484521589495,-60.7072,6.529407108225107,45.2875347336265,35.208985,0,0
228,MAT-POS-590ac91e-19,66.54170000000003,2,2,1,41.99,101.63525210660629,2.7647200000000014,-5.8,6.284255389332893,-64.6506,6.439089062992562,0.0,-3.5128800000000004,0,0
229,MAT-POS-590ac91e-20,66.66170000000002,2,2,1,41.99,101.63525210660627,2.683040000000001,-5.5,6.1502974427794435,-54.7652,6.195822852813856,0.0,15.574088,0,0
230,MAT-POS-590ac91e-21,66.61170000000003,2,2,1,41.99,101.63525210660629,2.9088200000000013,-5.9,5.503310452547455,-69.6787,6.187935234876237,18.825336610192803,5.745891,0,0
231,MAT-POS-590ac91e-22,66.61170000000003,2,2,1,41.99,101.63525210660629,2.9088200000000013,-5.5,5.473139109446112,-70.4662,6.2171635784215775,4.1366251583336,3.788563,0,0
232,MAT-POS-590ac91e-23,66.54170000000003,3,2,1,41.99,101.63525210660627,2.7647200000000014,-6.1,5.899075567099565,-70.3124,6.29778003946054,0.0,12.287035000000001,0,0
233,MAT-POS-590ac91e-24,66.61170000000003,3,2,1,41.99,101.63525210660629,2.9088200000000013,-5.9,5.862968421633923,-66.4227,6.085777155122652,2.50792320615296,14.486355,0,0
234,MAT-POS-590ac91e-25,66.61170000000003,3,2,1,41.99,101.63525210660629,2.9088200000000013,-5.9,6.216852636585637,-68.6718,6.073751571373076,0.0,23.568185,0,0
235,MAT-POS-590ac91e-27,61.08570000000002,2,4,1,75.01,99.4173239423179,1.2588,-5.5,5.589702826451324,-59.4751,6.406670619713617,4.01,-6.2120940000000004,0,0
236,MAT-POS-590ac91e-28,63.50970000000003,2,3,1,51.22,100.38385522171656,1.6110200000000001,-5.6,5.609611338328339,-57.4807,6.240677104839605,0.0,-10.787847,0,0
237,MAT-POS-590ac91e-29,63.627700000000026,2,3,1,51.22,100.38385522171656,1.89762,-5.7,5.526650475468972,-62.1478,6.070124306415804,0.0,9.6591175,0,0
238,MAT-POS-590ac91e-30,93.21290000000003,3,4,2,80.41999999999999,147.10927938793546,2.237,-8.4,6.6923649642579655,-81.2999,6.5778590865800926,16.3822510949419,18.624712,0,0
239,MAT-POS-590ac91e-31,93.21290000000002,3,4,2,80.41999999999999,147.10927938793546,2.237,-8.5,6.844741973304478,-82.2312,6.987118321789326,3.9807751710000003,-2.4990509999999997,0,0
240,MAT-POS-590ac91e-32,95.3489,6,4,2,80.41999999999999,148.1151105414647,2.4846000000000004,-7.3,6.962450032106784,-79.1005,6.069525603896104,9.6412694085,51.684445000000004,0,1
241,MAT-POS-590ac91e-33,97.84020000000002,3,4,1,71.63,153.6841929889274,2.5792,-8.3,6.3287063054168,-80.262,6.709470213980457,0.0,1.6693175,0,0
242,MAT-POS-590ac91e-34,97.84020000000002,3,4,1,71.63,153.68419298892738,2.5792,-8.5,6.95276626695527,-74.5842,7.201911121933618,0.0,15.339091,0,0
243,MAT-POS-590ac91e-35,97.97390000000004,3,4,2,80.41999999999999,153.47422150233209,2.409300000000001,-7.7,6.7630187012987015,-70.0016,6.858591358003111,11.0317585357873,18.97004,0,0
244,MAT-POS-590ac91e-36,97.9739,3,4,2,80.41999999999999,153.47422150233206,2.409300000000001,-7.9,6.929742652236652,-73.8097,7.413180169552675,0.0,-0.1748125,0,0
245,MAT-POS-590ac91e-37,99.97620000000003,6,4,1,71.63,154.69002414245662,2.8268000000000004,-6.9,6.871995452353205,-88.31700000000002,7.104232001082256,0.0,7.5661845,0,0
246,MAT-POS-590ac91e-38,99.94390000000004,6,4,2,80.41999999999999,154.48005265586133,2.8731000000000013,-7.5,6.9187053982128965,-78.7388,6.239926422799425,5.6477838765,59.04525,0,1
247,MAT-POS-590ac91e-39,99.94390000000004,6,4,2,80.41999999999999,154.48005265586133,2.8731000000000013,-7.0,6.946516838383839,-78.3677,6.611787848373848,0.0,46.101820000000004,0,0
248,MAT-POS-590ac91e-40,99.94390000000004,6,4,2,80.41999999999999,154.48005265586127,2.8731000000000013,-7.5,7.2808903950216415,-81.2937,6.695438106782111,22.00889579,78.43533000000001,0,1
249,MAT-POS-590ac91e-41,99.94390000000004,6,4,2,80.41999999999999,154.48005265586133,2.8731000000000013,-7.2,7.06016679148629,-80.5952,6.7350479627039626,40.0661570777935,59.26865,0,1
250,MAT-POS-590ac91e-42,100.4009,6,4,2,80.41999999999999,154.25284136542018,2.9989000000000012,-7.0,6.957272591436339,-79.1879,6.7384957852147815,23.012131427942098,34.068405,0,0
251,MAT-POS-590ac91e-43,105.02820000000004,6,4,1,71.63,160.82775496641207,3.3411000000000017,-6.9,6.1508969552669575,-73.039,6.329786351148848,0.0,4.4261989999999996,0,0
252,MAT-POS-590ac91e-44,111.85320000000002,4,4,1,71.63,168.61348392919095,3.5287200000000016,-7.4,7.202501496880562,-71.131,6.424569625541119,0.0,-1.1298768,0,0
253,MAT-POS-590ac91e-45,111.85320000000002,5,4,1,71.63,168.61348392919095,3.5287200000000016,-7.5,6.7195126345876375,-71.8507,7.109110268786769,0.0,4.5681835,0,0
