CID,MolMR,NumRotatableBonds,NumHAcceptors,NumHDonors,TPSA,LabuteASA,MolLogP
BAR-COM-4e090d3a-9,103.41420000000002,6,8,1,107.44,166.27106518841262,2.7991400000000013
BAR-COM-4e090d3a-10,106.46340000000004,8,6,3,113.07999999999998,170.95112275424802,2.3975
BAR-COM-4e090d3a-11,99.27470000000002,7,3,1,54.88,147.5209823491529,3.8331000000000026
BAR-COM-4e090d3a-12,98.50250000000003,7,5,2,80.04,152.03619726016456,1.8957199999999996
BAR-COM-4e090d3a-14,83.61280000000001,4,6,3,125.41000000000001,131.0887679642745,1.2304799999999998
BAR-COM-4e090d3a-15,103.66370000000002,7,3,1,51.22,157.3532037101983,4.537700000000003
BAR-COM-4e090d3a-16,100.01070000000003,5,6,1,85.59,158.51142949037845,3.052500000000001
BAR-COM-4e090d3a-19,102.04640000000002,8,5,2,93.46000000000001,162.23689156560783,2.828500000000002
BAR-COM-4e090d3a-20,91.39740000000005,5,4,2,66.91,136.10274551635752,3.5733000000000024
BAR-COM-4e090d3a-21,85.70510000000003,4,5,2,101.21000000000001,133.08424557121606,0.5792999999999993
BAR-COM-4e090d3a-26,91.85620000000006,5,4,1,64.11,142.03137067665295,3.6791000000000027
BAR-COM-4e090d3a-27,108.18640000000006,8,5,2,96.45,170.23247285930134,2.428300000000001
BAR-COM-4e090d3a-29,94.60940000000004,6,4,2,66.91,144.3147192571806,3.3213000000000017
BAR-COM-4e090d3a-31,103.65870000000007,8,6,1,89.35000000000001,164.43513826610427,2.1077999999999997
BAR-COM-4e090d3a-34,83.07100000000004,7,6,2,89.27000000000001,133.81670135887146,1.0002999999999989
BAR-COM-4e090d3a-36,90.19470000000005,7,5,1,73.22,141.39820785688903,1.9807
BAR-COM-4e090d3a-39,77.98340000000003,5,5,2,93.21000000000001,126.28298650271836,0.8825999999999998
BAR-COM-4e090d3a-43,89.84020000000005,6,4,1,64.36,139.14424645409798,3.5466000000000024
BAR-COM-4e090d3a-44,99.85690000000004,4,3,2,74.58000000000001,153.10901881758167,3.719400000000002
BAR-COM-4e090d3a-45,89.22370000000005,7,6,1,72.28,141.14724339127542,0.8579000000000008
BAR-COM-4e090d3a-47,98.03170000000003,7,5,1,75.94,152.22144515911847,2.1646
BAR-COM-4e090d3a-49,70.83420000000002,5,5,1,75.00999999999999,114.16687621807823,1.97548
BAR-COM-4e090d3a-50,76.17670000000003,6,6,1,86.33000000000001,127.1247822810892,1.2582999999999998
BAR-COM-4e090d3a-51,85.75070000000004,5,6,1,81.81,132.15582615001927,0.9293
BAR-COM-4e090d3a-52,74.80240000000002,6,5,2,81.07000000000001,124.8774982696659,1.7806999999999997
BAR-COM-4e090d3a-53,82.69440000000004,5,5,2,93.21,132.64792861711493,1.4435999999999998
BAR-COM-4e090d3a-54,97.08640000000004,7,6,2,88.61,152.0581232139794,1.5092999999999999
BAR-COM-4e090d3a-56,93.93440000000004,5,4,2,87.21999999999998,145.9925548550094,1.8317999999999999
BAR-COM-4e090d3a-57,101.477,6,5,3,108.39000000000001,160.4769152561619,2.693600000000001
BAR-COM-4e090d3a-58,87.44640000000004,4,5,2,66.49000000000001,132.66695547673956,2.3014
BAR-COM-4e090d3a-60,81.30240000000003,4,4,2,87.22,126.89772851181958,1.5350000000000001
BAR-COM-4e090d3a-62,80.22060000000003,6,5,2,99.23999999999998,127.61172577911667,0.7751999999999998
BAR-COM-4e090d3a-64,105.75919999999999,6,5,1,64.11,164.3922065549395,4.339400000000003
BAR-COM-4e090d3a-65,81.61620000000005,5,4,1,64.36,129.192466151156,3.3161000000000023
BAR-COM-4e090d3a-66,98.82970000000003,5,4,1,54.46000000000001,152.50988047839488,3.309400000000002
BAR-COM-4e090d3a-68,81.85020000000002,4,4,3,90.9,126.3980037475781,2.1437999999999997
BAR-COM-4e090d3a-69,75.83140000000003,6,4,2,76.14,125.09342424765968,2.4422000000000006
STE-KUL-2e0d2e88-1,82.51520000000004,5,3,1,52.650000000000006,129.4058909465212,0.799400000000001
STE-KUL-2e0d2e88-2,100.02120000000004,5,3,1,52.650000000000006,152.08755547825638,1.952600000000001
ALE-HEI-f28a35b5-1,68.05740000000003,2,2,2,54.02,99.6992760025606,3.034020000000001
ALE-HEI-f28a35b5-4,61.524400000000014,2,5,2,79.8,95.7473888032698,1.8855199999999996
GAB-REV-70cc3ca5-8,99.16250000000002,5,5,1,92.26,151.30122012304588,2.19742
GAB-REV-70cc3ca5-18,77.40140000000001,3,3,2,70.67,115.62482886704514,2.44752
GAB-REV-70cc3ca5-20,79.12290000000003,4,4,2,102.15,122.61502252277694,1.2186199999999998
GAB-REV-70cc3ca5-22,84.94370000000002,4,4,1,68.02000000000001,131.87820605138597,3.7559200000000024
ALV-UNI-7ff1a6f9-14,100.41070000000002,2,3,1,45.980000000000004,148.4928039272075,4.992120000000003
ALV-UNI-7ff1a6f9-43,86.43100000000003,2,4,0,30.19,130.27388867646476,4.572320000000002
ALV-UNI-7ff1a6f9-45,85.25570000000003,3,2,1,41.99,123.19602046508437,3.724420000000002
ALV-UNI-7ff1a6f9-46,85.52070000000002,3,2,1,41.99,135.69262667386306,4.434800000000002
ALV-UNI-7ff1a6f9-47,87.07070000000003,4,3,1,51.22,128.30956569459127,3.4246000000000016
PET-SGC-a8a902d9-1,96.09450000000005,5,5,2,65.46000000000001,145.89260815901042,2.9781200000000014
BEN-DND-362d364a-10,89.54220000000004,7,5,2,91.4,137.07649712075866,0.8139000000000003
DAV-CRI-14a23e73-1,95.53890000000001,5,3,2,89.25999999999999,150.36684910999037,3.0704000000000002
DAV-CRI-3edb475e-4,60.14150000000002,4,2,2,49.33,98.00332206669457,1.7284
DAV-CRI-3edb475e-6,58.68770000000003,3,1,1,29.1,97.37462371742478,2.895100000000001
FAR-UNI-a04c1544-1,104.72920000000002,9,6,3,113.96,168.37859123368762,1.1742000000000004
MAK-UNK-9159f8ed-4,111.84970000000004,7,6,2,121.88,173.62064854667736,1.9803999999999997
MAK-UNK-9159f8ed-6,100.89070000000004,5,4,2,95.57999999999998,151.6156969883335,2.4372000000000007
MAK-UNK-9159f8ed-7,97.89600000000004,5,5,1,92.78,151.1793800342323,2.4041000000000006
MAK-UNK-6435e6c2-1,65.33180000000003,2,4,0,57.690000000000005,104.69755325562448,0.6009
MAK-UNK-6435e6c2-5,67.41280000000003,2,3,0,57.690000000000005,111.22272538813924,0.6784999999999999
MAK-UNK-6435e6c2-6,67.37080000000003,2,3,0,57.690000000000005,115.38826079106548,0.8176000000000001
DAN-PUR-6788a628-2,63.30320000000003,5,4,1,97.53999999999999,105.00438996544504,-0.8836999999999997
RUT-UNI-630c5802-20,105.95300000000003,8,5,0,51.02,158.17663704823298,4.3479000000000045
GER-UNI-05c7e912-1,90.1122,3,4,1,77.98,147.47998201558556,3.5139200000000006
GIA-UNK-a79af1bc-1,75.45070000000003,3,4,1,58.120000000000005,117.92383113816709,1.73514
NIR-THE-0d6461ce-8,79.91700000000004,3,1,0,20.310000000000002,124.23793921954771,3.6683200000000022
NIR-THE-c331be7a-1,85.27640000000002,2,2,1,46.33,128.87188943815633,2.981700000000002
NIR-THE-c331be7a-2,85.57900000000004,2,2,0,44.1,134.28952053700894,3.271180000000002
NIR-THE-c331be7a-6,85.60100000000004,2,1,0,20.310000000000002,129.8969408555402,3.7079200000000023
DAR-DIA-eace69ff-36,51.02040000000002,2,1,2,27.82,75.76750988757395,2.0263999999999998
GAB-FAC-880f6604-1,98.66410000000002,5,3,3,66.05,148.7645464621083,4.260900000000002
VIR-GIT-7b3d3065-2,70.45500000000004,2,2,0,40.620000000000005,113.25287186090634,1.4763
VIR-GIT-7b3d3065-3,67.93000000000004,3,2,0,40.620000000000005,107.89376090003896,1.3305999999999998
GIA-UNK-3f36037a-1,67.03170000000004,3,3,1,58.64,107.85317937693621,0.6841999999999995
GIA-UNK-3f36037a-6,70.30470000000004,4,3,1,58.64,112.09139416454644,0.5517000000000001
GIA-UNK-3f36037a-7,72.55540000000003,4,3,2,71.09,110.22574021700099,2.0488999999999997
DAN-LON-a5fc619e-3,92.40500000000006,5,2,0,23.550000000000004,142.7276571185443,3.6377000000000024
DAN-LON-a5fc619e-8,76.48800000000004,3,2,0,23.550000000000004,122.62699962182523,2.3639
DAN-LON-a5fc619e-10,103.09600000000003,5,2,0,23.550000000000004,158.68992498141844,3.8343000000000034
JOH-MSK-ec639444-2,74.62070000000004,4,2,1,38.33,113.89409146956328,2.5676000000000005
CHR-SOS-363cfb78-1,65.83040000000001,2,4,2,90.7,103.3115036649758,1.9922799999999998
CHR-SOS-363cfb78-2,70.56740000000002,2,4,2,90.69999999999999,109.6764457793724,2.3007
GIA-UNK-595fac82-2,70.90820000000004,2,3,1,58.64,112.09139416454644,1.6471999999999998
GIA-UNK-595fac82-5,70.28170000000004,3,3,1,41.57,107.92987206450267,2.0069999999999997
CHR-SOS-7098f804-4,72.52200000000002,2,2,2,49.33,113.96558992956878,3.951300000000001
CHR-SOS-7098f804-7,67.51200000000001,2,2,2,49.33,103.66232370268709,3.2979000000000016
CHR-SOS-7098f804-10,70.31700000000001,2,3,2,62.22,113.18523791051528,3.3463000000000007
CHR-SOS-7098f804-11,65.30700000000002,2,3,2,62.22,102.88197168363361,2.692900000000001
CHR-SOS-7098f804-12,63.642200000000024,2,2,1,41.99,98.08773793143759,2.987300000000001
CHR-SOS-7098f804-14,89.07820000000001,3,2,1,41.99,133.14483213750165,4.654300000000003
CHR-SOS-7098f804-21,68.65220000000002,2,2,1,41.99,108.39100415831928,3.6407000000000016
GIA-UNK-eaadd1d4-1,82.46850000000003,2,3,0,49.85000000000001,130.39036084080237,1.3976000000000002
GIA-UNK-eaadd1d4-3,85.32380000000005,3,4,0,66.92,136.6246725187771,0.9461000000000004
TRI-UNI-97428359-1,99.57040000000003,6,4,2,60.50000000000001,148.40276487581775,1.7029999999999992
CHR-SOS-f7373dd1-4,84.07170000000005,4,2,1,41.99,124.96829323740634,3.922200000000002
ANN-UNI-26382800-3,68.03540000000002,2,3,2,77.81,104.0918556840293,2.5972800000000005
ANN-UNI-26382800-5,67.72770000000003,3,3,1,65.78,104.90693561481784,2.13448
ANN-UNI-26382800-6,76.79240000000003,3,3,2,74.15,116.35069504698629,3.2108800000000004
DUN-NEW-f8ce3686-13,91.72470000000006,5,4,1,63.57000000000001,140.92207483268447,1.1787000000000005
DUN-NEW-f8ce3686-22,78.03280000000004,3,3,0,57.690000000000005,123.72539832649127,1.0703
DUN-NEW-f8ce3686-23,104.30420000000002,7,5,2,88.16,159.81523015279726,2.994600000000002
DUN-NEW-f8ce3686-24,103.26340000000003,6,3,2,68.44,158.0266001280639,1.7295
DUN-NEW-f8ce3686-25,96.58680000000005,7,3,0,57.690000000000005,149.18516678407772,1.9680999999999995
AGN-NEW-891393a6-1,71.88770000000002,3,4,1,60.45,114.67977050484797,3.3545000000000016
MIH-UNI-6b9ca91a-5,66.59050000000003,3,3,2,56.05,99.955057171627,2.87598
AGN-NEW-c7b24fe3-5,75.95770000000003,3,2,1,41.99,116.1817896664867,2.897500000000001
PAT-GYR-359dbb24-1,69.00470000000003,2,2,1,41.57000000000001,106.92909745636193,1.2097
ANT-LOU-17aa1493-2,109.45540000000004,8,8,2,113.58000000000001,173.5120741850788,2.3153999999999995
KIM-UNI-2ee5d8f9-1,70.64780000000003,2,3,1,43.78,111.75885618627218,1.7097
ANT-STE-dbb91f63-1,90.48800000000003,5,6,0,63.49,145.2955389903558,1.1588999999999996
JOR-UNI-2fc98d0b-6,99.31270000000004,5,4,1,57.7,151.90477203420164,3.1057000000000015
JOR-UNI-2fc98d0b-12,103.24570000000004,5,2,1,45.230000000000004,153.7612773632846,5.7439000000000044
ADA-UNI-f8e79267-5,80.59340000000005,6,3,2,54.02,118.7941023457504,2.4134
PAT-UNK-b2d83456-1,68.68800000000003,2,3,0,47.34,107.41887800305983,1.22238
ANT-DIA-b7f58f21-2,54.65730000000003,4,3,2,66.4,83.63110129090595,0.48389999999999983
ANT-DIA-b7f58f21-3,54.65730000000003,4,3,2,66.4,83.63110129090595,0.4838999999999996
TRY-UNI-1fd04853-5,83.09640000000002,4,2,2,57.78,126.70844711298032,3.0752000000000006
TRY-UNI-1fd04853-7,83.09640000000002,4,2,2,57.78,126.70844711298032,3.0752000000000006
TRY-UNI-1fd04853-8,82.8014,4,3,2,81.57000000000001,127.16270268196395,2.2934800000000006
TRY-UNI-1fd04853-9,80.89140000000002,4,3,2,70.67,125.92809509392681,2.4702
TRY-UNI-1fd04853-11,80.89140000000002,4,3,2,70.67,125.92809509392681,2.4702
TRY-UNI-1fd04853-12,80.5964,4,4,2,94.46000000000001,126.38235066291045,1.68848
TRY-UNI-714a760b-5,67.74970000000003,3,2,1,41.99,100.51435593334915,2.5712200000000003
TRY-UNI-714a760b-6,72.75970000000002,3,2,1,41.99,110.81762216023081,3.2246200000000016
TRY-UNI-714a760b-12,73.06740000000002,2,2,2,54.02,110.00254222944226,3.6874200000000013
TRY-UNI-714a760b-16,73.34270000000004,3,2,1,41.99,109.00602537453214,3.544920000000002
TRY-UNI-714a760b-18,77.47070000000004,3,2,1,41.99,117.18256427462742,3.7856200000000024
TRY-UNI-714a760b-20,72.46470000000002,3,3,1,65.78,111.27187772921447,2.4429000000000007
TRY-UNI-714a760b-22,77.17570000000003,3,3,1,65.78,117.63681984361108,3.0039000000000016
TRY-UNI-714a760b-24,72.77240000000002,2,3,2,77.81,110.45679779842592,2.9057000000000004
WAR-XCH-eb7b662f-2,73.04540000000001,2,3,2,77.81,114.39512191091096,3.25068
WAR-XCH-eb7b662f-4,69.99520000000001,2,3,3,74.25,108.43183386724166,3.0846
WAR-XCH-eb7b662f-5,73.06740000000002,2,2,2,54.02,110.00254222944224,3.6874200000000013
DAR-DIA-842b4336-3,65.93440000000002,2,3,2,54.02,97.33963927297206,3.0955200000000005
DAR-DIA-842b4336-4,66.20740000000002,2,3,2,54.02,101.27796338545713,3.440500000000001
DAR-DIA-842b4336-7,58.11840000000001,2,4,2,80.05,91.71325324758389,2.0220199999999995
DAR-DIA-842b4336-13,65.89970000000002,3,3,1,41.99,102.09304331624568,2.9777000000000005
DAR-DIA-842b4336-18,77.48340000000002,3,3,2,57.78,114.0455441565101,3.114020000000001
DAR-DIA-23aa0b97-1,79.58440000000002,3,3,2,81.57000000000001,120.79776056756734,2.61578
DAR-DIA-23aa0b97-2,77.3794,3,4,2,94.46,120.01740854851386,2.0107799999999996
DAR-DIA-23aa0b97-5,68.03540000000002,2,3,2,77.81,104.0918556840293,2.5972799999999996
DAR-DIA-23aa0b97-8,72.44780000000002,2,4,3,103.83,109.431746381042,2.17948
DAR-DIA-23aa0b97-11,79.89210000000001,2,3,3,93.60000000000001,119.9826806367788,3.0785800000000005
DAR-DIA-23aa0b97-12,79.87940000000002,3,2,2,57.78,120.34350499858371,3.397500000000001
DAR-DIA-23aa0b97-13,72.7428,2,3,3,80.03999999999999,108.97749081205838,2.9612000000000007
DAR-DIA-23aa0b97-14,68.33040000000003,2,2,2,54.02,103.63760011504564,3.3790000000000013
DAR-DIA-23aa0b97-15,66.12540000000001,2,3,2,66.91,102.85724809599213,2.774
DAR-DIA-23aa0b97-17,65.52270000000001,3,4,1,78.67,104.12658359576436,1.5294799999999997
DAR-DIA-23aa0b97-19,85.23370000000003,3,3,1,65.78,127.58860014655305,3.2876800000000017
DAR-DIA-23aa0b97-20,80.51870000000004,3,2,1,41.99,116.83107835068776,3.4160000000000013
ANT-DIA-3c79be55-4,69.44600000000003,4,5,1,89.27,109.93408357921255,1.4715
