clf,mean_test_score,std_test_score,clf__max_depth
DecisionTreeClassifier,0.5683717295454204,0.06995043415789164,3.0
DecisionTreeClassifier,0.5912937202635331,0.07413233968444702,4.0
DecisionTreeClassifier,0.5914126332002441,0.06547202390299325,5.0
DecisionTreeClassifier,0.6028016206818572,0.07238356027175778,6.0
DecisionTreeClassifier,0.6019637423856695,0.06725196130778581,7.0
DecisionTreeClassifier,0.5942691382147226,0.08097460409401301,8.0
DecisionTreeClassifier,0.5999783893892066,0.07825566328184926,9.0
DecisionTreeClassifier,0.5832874248279599,0.08831429347883624,
