CID,qvina,rfscore_qvina,plants,rfscore_plants
JOH-UNI-c7afdb96-14,-6.0,6.367614001331996,-75.357,6.380648070540568
BAR-COM-4e090d3a-52,-6.6,6.2964089325674335,-76.5929,6.553242037518039
LON-WEI-b8d98729-39,-7.3,7.438156027639033,-83.1734,7.628089242646244
LOR-NOR-30067bb9-5,-7.0,6.127184905261401,-77.9002,6.271770377955372
AGN-NEW-891393a6-1,-6.3,5.850186069264067,-73.1647,6.50427102131202
EDG-MED-0da5ad92-2,-6.0,6.026765512321018,-73.6557,5.903232957764457
JAG-UCB-ef2c0e8e-10,-6.5,5.8998368888888875,-67.7364,5.8745457424242415
DAR-DIA-23aa0b97-8,-6.1,6.037732196803201,-57.9693,5.174759938727941
LON-WEI-b8d98729-27,-7.0,7.503535112554108,-78.7881,7.424574647907647
AAR-POS-dddeddbf-4,-6.7,6.221941207070709,-74.2492,6.082799847874353
JAG-UCB-1d922829-6,-7.5,6.728014777111772,-85.6687,6.526840013708512
ALV-UNI-7ff1a6f9-45,-6.9,6.311938468753469,-79.4024,6.4917600180375175
ALP-POS-c59291d4-5,-6.9,6.2522327684537675,-77.8691,6.498977405483396
BAR-COM-4e090d3a-48,-7.3,7.07633162093463,-78.4661,7.087931209179704
GIA-UNK-eaadd1d4-3,-7.1,6.4796188606948615,-65.9782,6.469105087912091
GIA-UNK-595fac82-4,-6.3,6.223537018037523,-66.558,6.240759896270392
LOR-NOR-30067bb9-11,-7.4,6.723707550061048,-80.108,6.85169786946387
LON-WEI-adc59df6-93,-5.9,7.036126085858585,-73.8246,7.091483512987011
JOH-UNI-c7afdb96-18,-7.2,6.167126791819285,-73.0625,5.908636892829392
LON-WEI-1908424e-15,-6.6,6.845238041181048,-68.7259,6.866521728771236
NAU-LAT-445f63e5-3,-6.4,6.1066911561771615,-69.5655,6.125557023421023
MAT-POS-590ac91e-34,-8.5,6.95276626695527,-74.5842,7.201911121933618
GAB-REV-4a4e2ff3-20,-7.8,7.127266252525248,-85.7245,7.04591955505605
MAT-POS-590ac91e-10,-5.4,5.4098397835497805,-61.4707,5.447137392829392
LON-WEI-0a73fcb8-3,-7.5,6.929053736485738,-77.7242,7.037559814907307
BAR-COM-4e090d3a-14,-7.1,6.897153437950947,-76.209,7.141057421356428
EDJ-MED-49816e9b-1,-6.1,6.228421194416697,-74.2951,6.455179276168277
KUS-THE-322b9b63-5,-7.6,7.321483422799432,-80.7002,7.352648197802201
RAL-MED-2de63afb-2,-7.6,7.336039519203007,-83.8042,7.348221467587964
JAG-UCB-1d922829-4,-6.9,5.6923087753357695,-84.4183,6.355688464646456
MAK-UNK-b1d4dcd7-3,-7.0,7.132690263347759,-79.8831,7.393429767621268
WAR-XCH-b6889685-25,-7.4,6.412474752691757,-84.6548,7.002900450882452
LON-WEI-b8d98729-33,-6.8,7.3115265066600115,-93.5537,7.597632788766796
DUN-NEW-f8ce3686-1,-7.0,6.352691882062381,-81.8212,6.537916216561216
LON-WEI-b8d98729-47,-6.9,7.348988000887999,-73.4869,7.5270342678432645
MAT-POS-2db6411e-2,-6.3,6.401059752969256,-77.8608,6.030240524531018
MAR-UNI-c84db004-20,-8.7,7.648458109113115,-85.7878,6.688160316350318
DAR-DIA-23aa0b97-2,-7.1,7.112245896880897,-73.7941,7.205598551559553
LON-WEI-babf2c61-14,-7.9,7.511817611832608,-96.0125,7.645503280846606
ANT-DIA-b7f58f21-2,-5.5,5.295391715395723,-68.4681,5.472797288433789
GIA-UNK-d2defdc3-4,-7.2,6.826631366855363,-80.892,6.864440498723497
MAT-POS-590ac91e-17,-6.1,6.0393392793872795,-69.1911,6.499337091297594
KUS-THE-322b9b63-14,-8.7,7.628143836219327,-86.3034,7.406895464590964
LON-WEI-b8d98729-22,-6.6,7.384829473276717,-89.7346,7.5918070605668895
ROD-LAS-d5538ff9-5,-7.4,6.935644498445997,-83.5341,7.13001234587634
JAG-UCB-a3ef7265-1,-6.2,5.7689023769563725,-75.4534,5.782115209235202
ERI-BAS-50567787-1,-8.8,7.520749270673764,-82.9905,7.489148581335328
ALV-UNI-7ff1a6f9-14,-8.0,7.152493798701296,-77.4052,6.9637517756132805
BRU-THA-a358fbdd-7,-7.0,6.9716538139083095,-70.4004,7.12697829076478
BAR-COM-4e090d3a-68,-7.4,7.028076546842043,-79.8124,6.970029504551
LON-WEI-b8d98729-13,-6.3,7.116018152874899,-82.2431,7.508332636530143
FAR-UNI-a04c1544-1,-7.1,7.046419122433119,-109.268,7.066225237873239
DAR-DIA-23aa0b97-1,-7.4,7.004507913863917,-75.7268,7.090294814407812
JAN-GHE-83b26c96-1,-6.4,6.599109656565663,-73.5608,6.842957492840495
LON-WEI-adc59df6-67,-6.3,7.216135616522362,-88.7556,7.2247834435286915
BEN-DND-362d364a-10,-7.1,7.023470961760459,-81.4663,7.1357454083694085
EDJ-MED-49816e9b-2,-6.1,5.300738738816742,-71.2747,6.491016202020206
BAR-COM-0f94fc3d-13,-7.0,6.285391100788098,-68.9103,6.446227649794644
JAN-GHE-5a013bed-1,-6.5,5.552470961926963,-79.5175,6.1398388623598645
ALP-POS-3fc1724e-1,-7.2,6.873761318181818,-75.809,6.425225056998558
AAR-POS-dddeddbf-3,-6.4,5.6286625066045035,-55.449,6.0891616045882175
EDG-MED-0da5ad92-18,-6.6,6.746654052281063,-69.0562,5.3189456010101
AAR-POS-8a4e0f60-9,-7.2,6.9664477966477945,-78.1722,7.1708167715062725
MAT-POS-4e253971-1,-7.2,6.7175879058164085,-83.4227,6.753627720779227
DAV-CRI-3edb475e-4,-5.5,5.215488907925414,-67.0804,5.3980409783549765
LON-WEI-adc59df6-62,-6.4,7.07876378310579,-82.9325,7.051327072316576
DAN-LON-a5fc619e-10,-7.2,6.891914599234098,-85.6419,6.865600695526693
LON-WEI-1908424e-12,-6.7,6.059100971694972,-64.2493,5.952592050505046
JAR-KUA-672ec752-3,-7.1,7.0921275659340655,-68.3079,7.1932752963702935
AAR-POS-dddeddbf-2,-6.8,6.532855736596733,-54.5395,6.6421223931068925
LON-WEI-d1c9908a-4,-7.5,7.45017621553447,-89.4248,7.660937083916079
LON-WEI-b8d98729-20,-7.6,7.512610657092918,-89.3514,7.338480408535918
FRA-BIO-8bf1eac9-4,-7.1,7.387936671911426,-104.35,7.318764595571097
LON-WEI-b8d98729-18,-7.1,7.391559061494068,-89.6809,7.544591927294935
BAR-COM-0f94fc3d-55,-7.6,6.833532881673883,-85.2391,7.077710572871579
TRY-UNI-2eddb1ff-1,-6.9,7.011091534632037,-75.1158,6.673172152403161
LON-WEI-b8d98729-29,-8.2,7.391056539904546,-72.4277,7.423112886169382
MAT-POS-590ac91e-56,-8.8,7.095541619103117,-73.1393,6.9239656193251164
PET-SGC-a8a902d9-1,-7.0,6.977593594128092,-79.7623,7.131077110778108
ERI-UCB-5b47150d-4,-5.3,5.753130649683645,-64.4302,5.706827541070039
MED-COV-4280ac29-31,-6.7,6.404683264846263,-78.5313,6.270257291486298
LON-WEI-8f408cad-1,-6.5,6.055698305194802,-74.9703,5.86774295243645
LON-WEI-adc59df6-30,-6.4,6.962928176961932,-81.0544,6.892461015207014
JAG-UCB-a3ef7265-3,-6.9,6.44941495748696,-78.7954,6.526049004384501
MAR-UNI-c84db004-10,-6.0,6.694095905150409,-74.8087,7.04331626479076
LON-WEI-d1c9908a-12,-6.7,7.000952216616721,-90.1528,7.3257715039405085
WAR-XCH-eb7b662f-4,-6.7,6.039672379620384,-66.9633,6.0470579567099545
BAR-COM-0f94fc3d-46,-6.4,5.735515631812628,-71.178,6.6429997486402526
AAR-POS-5507155c-1,-5.8,6.349000952380947,-60.6097,6.212615605783111
JOO-IND-b13e14cc-2,-6.9,5.996064206404703,-74.619,6.957142217837718
JAG-UCB-a3ef7265-18,-6.1,6.727693673049173,-75.5446,6.620141405372411
MAT-POS-590ac91e-4,-6.0,5.436409799422799,-64.5098,6.004205346153847
MAT-POS-590ac91e-42,-7.0,6.957272591436339,-79.1879,6.7384957852147815
DAR-DIA-fb20be43-4,-6.0,6.866985648740151,-73.0959,7.089106170274169
LON-WEI-adc59df6-102,-7.5,7.37330624006549,-83.4809,7.324494205266959
LON-WEI-adc59df6-10,-6.2,7.235257947052947,-80.7596,7.387824526029523
ANT-OPE-c0c3e7cc-1,-6.1,6.285538234543235,-68.7883,5.352850301198799
JAG-UCB-c61058a9-1,-6.5,6.515771660672662,-67.816,6.845774719891223
BEN-DND-7e92b6ca-14,-8.3,7.004137427045183,-72.6222,7.08031696248196
JUA-UNI-bc099708-5,-8.3,7.450630660950153,-99.437,7.755528049617041
GIA-UNK-20b63697-2,-6.9,6.599173386613388,-75.8549,6.785932138084142
EDJ-MED-6af13d92-1,-7.0,6.8863475808080805,-74.9218,7.017017156343657
LON-WEI-adc59df6-19,-6.8,7.357853571622818,-85.9873,6.884868367965367
MAT-POS-590ac91e-30,-8.4,6.6923649642579655,-81.2999,6.5778590865800926
LON-WEI-b8d98729-28,-7.9,7.477715489454986,-69.946,7.622172993506483
FRA-BIO-8bf1eac9-5,-6.8,5.972995170052168,-79.1172,6.091667720057713
WAR-XCH-b0339bbe-3,-6.9,7.152147141969143,-75.3111,6.973009794816298
LOR-NOR-30067bb9-1,-6.1,5.526923068875562,-68.8458,5.93264644560994
NAU-LAT-64f4b287-6,-7.2,6.502828936396936,-81.4137,6.502795562437563
EDJ-MED-0e996074-1,-6.7,6.9097355883560905,-73.9793,7.116272266178258
MAT-POS-590ac91e-27,-5.5,5.589702826451324,-59.4751,6.406670619713617
LOR-NEU-c8f11034-9,-6.7,6.177344414196908,-80.6171,6.162436552170048
VIR-GIT-7b3d3065-3,-5.2,6.024353009102006,-65.6756,5.8012261558441445
COM-UCB-8c7d23dc-1,-7.3,6.2158787310467325,-70.5508,5.9120223658563535
BAR-COM-4e090d3a-40,-6.9,7.162526875901874,-87.868,7.039964057720053
WIL-UNI-2e73223c-4,-6.5,6.2822490508380495,-82.9774,6.9737519900654945
EDJ-MED-6af13d92-3,-6.9,6.233597991563983,-74.7364,6.5149488023088
TRY-UNI-1fd04853-10,-7.9,7.30718720396271,-83.8832,7.378358598346107
KUS-THE-322b9b63-16,-9.3,7.416367409812413,-97.6136,7.568306478188479
BAR-COM-4e090d3a-27,-7.4,7.393062290098789,-90.2923,7.182976855810847
LON-WEI-b8d98729-24,-6.6,7.154659185037187,-87.2473,7.57766354390055
SIM-SYN-3099a863-1,-7.3,6.833271538184041,-78.6514,7.1756666183261135
LOR-NOR-30067bb9-8,-6.8,6.162804875901879,-76.7668,6.76260978632479
WAR-XCH-79d12f6e-4,-6.2,6.264499465367964,-70.2682,6.321957166444669
WAR-XCH-79d12f6e-6,-6.9,6.508635169552666,-68.8725,6.534590447330447
LOR-NOR-30067bb9-16,-6.1,5.7279859439449385,-71.544,5.692096188311684
JAG-UCB-ef2c0e8e-2,-6.5,5.0878386810966765,-69.5694,5.498195567821068
JOR-UNI-2fc98d0b-6,-7.3,7.251850178488178,-78.71,7.14742703829504
MAR-UNI-c84db004-8,-6.2,6.684677804417808,-63.6443,5.78315088172938
TRY-UNI-2eddb1ff-7,-7.6,7.333696860750357,-81.6051,7.194151698468198
IND-SYN-6c8299e8-7,-7.5,7.061897856865362,-79.1327,7.043161514152512
MAT-POS-590ac91e-64,-8.6,6.84150125840826,-81.6083,7.098656031151854
MAT-POS-590ac91e-69,-9.1,7.3295863933843854,-80.8889,7.017541640193138
MAR-UNI-c84db004-9,-8.0,6.449420691419692,-81.6386,6.9176993946608905
LON-WEI-b8d98729-19,-6.7,7.2803160816960775,-81.7351,7.4042368441166655
FRA-BIO-8bf1eac9-8,-9.0,7.433032290320791,-97.7201,7.356096133144631
BEN-DND-7e92b6ca-3,-7.6,6.976401264180264,-74.5383,6.9326141013986025
LON-WEI-adc59df6-18,-7.0,7.432706699927522,-78.7008,7.182589974192469
BAR-COM-0f94fc3d-50,-6.3,6.588072148018651,-69.7168,6.93084992013542
LON-WEI-adc59df6-32,-7.0,7.330398991536237,-81.4114,7.446293674730494
JAG-UCB-cedd89ab-4,-7.6,6.925985593795091,-72.3586,6.8759416919191905
JAN-GHE-bf40f168-10,-6.8,7.0403401020090985,-79.8189,7.029780402319906
ANT-LOU-17aa1493-2,-5.8,5.914399715839718,-70.7104,6.212295170607165
JAG-UCB-a3ef7265-6,-6.3,5.9279017775557765,-75.4499,6.102228083472084
LON-WEI-adc59df6-6,-7.4,7.665577000554999,-88.7676,7.527670513153514
RAL-MED-2de63afb-9,-6.5,5.573789722222225,-69.4468,5.952469834054838
ALP-POS-c59291d4-3,-7.6,7.40334472760573,-90.1721,7.508653964590968
WAR-XCH-b72a1bbc-23,-6.2,6.435848565434568,-69.9461,6.023454195915194
JOH-UNI-c7afdb96-13,-5.9,6.645129481962483,-73.3815,6.734166665223673
ROD-LAS-d5538ff9-3,-6.2,6.115038894494402,-66.009,6.1835147855477866
ROD-LAS-d5538ff9-9,-7.4,7.107327855477857,-67.7684,7.234658999000995
LON-WEI-b8d98729-48,-7.4,7.399096453268957,-78.9265,7.4543478673271215
LON-WEI-1908424e-17,-7.4,6.857384205627708,-97.8877,7.1024008233988285
MAK-UNK-6435e6c2-6,-6.8,6.506306903707402,-67.3131,6.2536512902652905
JAN-GHE-83b26c96-24,-7.1,6.765006433122433,-73.0061,6.743318289543789
FRA-BIO-8bf1eac9-12,-8.3,7.1711389213564205,-90.0973,6.993453774947269
RAI-NOV-2f6a9876-5,-7.9,7.139390063492067,-87.7547,7.210720781385282
LON-WEI-ff7b210a-2,-8.1,6.570770333111332,-69.4571,6.629805514929514
LON-WEI-adc59df6-66,-6.5,7.39453572763347,-91.7591,7.421128713924959
LON-WEI-adc59df6-58,-5.9,7.1527315765068185,-79.2955,7.0272980036075054
ALP-POS-95b75b4d-1,-6.4,6.471020734432237,-75.7481,6.405643184149183
LON-WEI-adc59df6-96,-6.4,6.994262062049065,-76.2406,7.093625507825504
JOH-UNI-9b01dc72-1,-7.2,6.486193841658339,-58.0907,6.096798898268397
DAR-DIA-eace69ff-36,-5.4,5.641847870851373,-68.1822,5.106134048729046
LON-WEI-1908424e-6,-6.1,6.139384268065269,-81.7786,7.090087715173711
JOH-UNI-c7afdb96-12,-5.4,6.364075765234762,-68.9919,6.404809832334329
MAT-POS-590ac91e-54,-7.7,6.788067789488287,-76.7622,6.786709625541122
BEN-DND-7e92b6ca-11,-7.5,6.697772853757352,-76.7307,6.591378422743926
BAR-COM-4e090d3a-54,-7.5,7.152873778887777,-83.0753,7.339597267010766
MAK-UNK-4c6b313a-1,-5.9,6.945828344544338,-67.6836,7.182512692418691
COM-UCB-8c7d23dc-13,-7.5,6.711450452991447,-76.84,7.388924770118767
BAR-COM-4e090d3a-4,-7.2,7.235346087357086,-83.1982,7.1423956228771255
BAR-COM-4e090d3a-45,-7.0,7.319518822122324,-84.2683,7.522628552947055
LON-WEI-babf2c61-5,-7.6,7.579006909090909,-89.1298,7.662146025974032
ERI-UCB-5b47150d-2,-4.4,5.523800057331556,-52.9929,5.2237630788100775
LON-WEI-b8d98729-12,-8.0,7.404087068098573,-66.5496,7.520408219336217
CHR-SOS-7098f804-12,-6.3,5.712922288211787,-73.745,5.942399392218893
BAR-COM-4e090d3a-39,-7.4,7.304923587412577,-71.9052,7.238586189976687
LON-WEI-0a73fcb8-1,-6.1,6.84655599050949,-60.0109,6.8271883122433135
EDG-MED-0da5ad92-14,-6.4,6.338656214840719,-73.1435,6.361779137973142
JAN-GHE-5a013bed-4,-6.3,5.79588842818293,-65.8049,5.881260574647576
LON-WEI-ff7b210a-8,-8.0,7.027683523920526,-80.9467,7.053988940448438
REN-UFA-aaaed2d6-6,-7.3,6.91475121103896,-84.7775,7.287173905055728
LON-WEI-adc59df6-27,-6.1,7.2578774721830355,-83.6602,6.968008966144969
MAT-POS-968e8d9c-1,-6.3,6.309919537740037,-68.4765,6.881663831890329
BEN-DND-93268d01-7,-6.4,6.254432244366747,-71.2351,6.481453518759017
ANT-OPE-d972fbad-1,-6.3,6.264303013486513,-76.2682,5.314453309135304
BEN-DND-7e92b6ca-8,-7.2,6.7207023883338834,-71.9326,6.424802620768122
GAB-FAC-880f6604-1,-7.5,7.138245945276946,-82.8719,7.200275780663778
WAR-XCH-b72a1bbc-48,-6.3,6.745352343378848,-77.8258,6.726611193528694
JAG-UCB-a3ef7265-24,-7.6,7.213984803141301,-76.5253,7.11247665395716
JAG-UCB-ef2c0e8e-9,-6.7,5.752870545787541,-69.0935,6.094734642080143
LON-WEI-0a73fcb8-6,-5.9,6.639889395881894,-78.32300000000002,6.8132384315684345
LON-WEI-b8d98729-8,-6.9,7.476732258602513,-77.1387,7.5761380136693335
LON-WEI-adc59df6-21,-6.0,7.1983868008380565,-80.9473,7.038498322677326
ALP-POS-95b75b4d-2,-6.1,6.321010432678429,-74.6299,6.152616447330447
LON-WEI-adc59df6-92,-6.4,7.189072329587081,-80.9858,7.181785789682541
MED-COV-4280ac29-5,-8.6,7.371820215007213,-81.4904,6.5147701486846445
BEN-DND-7e92b6ca-5,-7.4,6.513314321067817,-75.1586,6.5300040877455885
GIA-UNK-3f36037a-6,-6.6,5.438963752636251,-73.6763,6.188874912476409
BAR-COM-4e090d3a-63,-7.2,6.8600495081585064,-95.1581,6.919803517260518
MAT-POS-590ac91e-21,-5.9,5.503310452547455,-69.6787,6.187935234876237
LON-WEI-b8d98729-21,-6.8,7.404924601787101,-93.888,7.7018664314574385
ADA-UCB-6c2cb422-3,-6.8,6.7438358583083575,-78.0275,5.877720999278499
ALP-POS-c59291d4-6,-6.4,7.2990336497391475,-83.8586,7.333551820307147
JAN-GHE-5a013bed-2,-6.8,6.778536114330122,-83.4242,6.765062431346434
TRY-UNI-2eddb1ff-3,-6.0,6.684923475468981,-65.8064,6.7397493442113445
COM-UCB-8c7d23dc-12,-7.8,7.019069277722279,-76.8489,6.8477594234654235
LON-WEI-adc59df6-4,-7.3,7.562623916627492,-85.0165,6.9754473997114
DUN-NEW-d8381160-1,-7.3,6.741813652958157,-89.3882,6.7278702647907656
RAL-MED-2de63afb-11,-6.3,5.5526819978355,-66.5706,5.9351835577200625
TOB-UNK-c2aba166-1,-4.9,5.246174196581199,-64.1286,4.781547034465534
LOR-NEU-c8f11034-4,-5.2,4.776264430985681,-59.3432,5.038275198412697
JOH-UNI-c7afdb96-2,-7.0,6.4927181474636475,-74.2533,5.913774537518033
LON-WEI-adc59df6-104,-6.9,7.397590045149295,-80.9033,7.295476620129873
EDJ-MED-e58735b6-3,-6.2,6.590642152625157,-72.2214,6.426640603840604
BAR-COM-0f94fc3d-53,-7.8,7.251435379786877,-77.4309,7.17267525979576
VIJ-CYC-1a381570-3,-7.4,7.086333571484076,-94.7101,6.630114245310253
MAT-POS-590ac91e-12,-6.2,5.7980555518925545,-58.3726,5.730288740259747
JAN-GHE-74b8b0cb-1,-8.9,7.394555955627707,-84.8332,7.229990721500722
BAR-COM-4e090d3a-16,-7.9,7.109499139527142,-81.5653,7.507590994560991
PAT-GYR-359dbb24-1,-6.8,5.376986950105453,-74.7142,6.484128597458098
MAT-POS-590ac91e-1,-4.8,5.013452682539684,-59.9411,5.593926421522918
WAR-XCH-b6889685-23,-6.1,5.843102773060268,-70.9859,6.502098458596957
LON-WEI-ff7b210a-5,-5.3,5.874694821789322,-58.2721,5.922243095349095
GIA-UNK-3f36037a-2,-6.6,6.3525069249639285,-70.6302,5.5701870171495145
GER-UNI-05c7e912-1,-7.7,7.050687483571982,-70.0288,6.997883057220558
LON-WEI-b8d98729-16,-6.6,7.137196598484849,-76.9471,6.878653069264063
LOR-NOR-30067bb9-6,-6.4,6.156683113109112,-75.672,6.257379325230316
AGN-NEW-c7b24fe3-5,-6.7,6.127994217671215,-77.3813,6.423068410422911
EDG-MED-0da5ad92-9,-6.0,5.860872937395942,-69.3602,6.279896171273178
LON-WEI-adc59df6-40,-6.9,7.260072884171388,-81.5138,7.250389517482509
NAU-LAT-64f4b287-4,-7.2,6.396121447163942,-75.6608,6.574928218448222
MAT-POS-590ac91e-62,-8.8,6.968186250530512,-72.0097,6.993306897879894
ALE-HEI-f28a35b5-5,-5.9,6.008796230491737,-66.7912,6.064010795815298
KUS-THE-322b9b63-7,-8.3,7.1518504888999965,-80.1892,7.206497335497841
LON-WEI-adc59df6-47,-7.3,7.4209698205128225,-92.3148,6.865601835553337
RAI-NOV-2f6a9876-7,-8.5,7.351183041236545,-92.2976,7.2644444956154945
JAG-UCB-a3ef7265-16,-5.4,6.4938337398157415,-64.3975,6.7536101978577046
NAU-LAT-445f63e5-1,-6.6,6.4706957215562175,-74.7336,6.167113350760349
CHR-SOS-7098f804-1,-7.2,6.186930161560662,-76.1466,6.724749251526251
ROD-LAS-d5538ff9-7,-6.2,6.296976649961151,-67.2646,5.600208867576869
DAN-PUR-6788a628-2,-6.0,5.90612663997114,-62.5129,5.1100655214230235
MAT-POS-af71705c-1,-6.2,6.609277498612503,-54.8444,6.834464699966701
BEN-DND-93268d01-10,-5.8,5.6993608663003625,-70.7119,5.956600435952934
MAK-UNK-af83ef51-1,-7.2,7.094853439671438,-79.4066,6.718911074758575
BAR-COM-4e090d3a-57,-7.9,7.096689525419023,-87.2271,6.917293724556495
LON-WEI-adc59df6-26,-6.2,7.250539175812743,-82.2633,6.7827680007215
ANT-OPE-ab37bd51-1,-6.0,6.669379300255308,-76.6195,6.863566984348982
GIA-UNK-595fac82-5,-6.1,6.305388992507491,-72.1931,6.284566880230871
COM-UCB-8c7d23dc-18,-7.5,7.113856055833058,-76.058,7.175761213286709
BAR-COM-4e090d3a-44,-7.3,7.213119063963813,-74.4893,6.986705759312589
LON-WEI-2e27a2e5-2,-7.3,7.575922061327565,-97.6586,7.776974179154179
MAT-POS-590ac91e-36,-7.9,6.929742652236652,-73.8097,7.413180169552675
BAR-COM-4e090d3a-34,-7.0,7.09793758613609,-85.2465,7.306455115995113
MAT-POS-bfefc3ea-2,-6.7,6.947055280330779,-92.1991,6.9981369120324075
STU-CHA-6cae54d3-1,-7.0,7.780553338605838,-82.8657,7.644987606948607
TIM-UNK-6bd61028-2,-6.5,6.264081662615168,-70.5657,6.781836629426124
LON-WEI-babf2c61-10,-7.4,7.0710823957708975,-93.0104,7.563842728354982
JAN-GHE-83b26c96-10,-6.0,6.81348936752137,-74.0452,6.697446807969809
LON-WEI-1908424e-5,-7.9,7.463130553391056,-84.0794,7.5572172461427485
MAR-UNI-c84db004-17,-8.2,6.136152998556996,-80.1989,6.750755659618162
MAT-POS-590ac91e-2,-4.7,4.841519117049613,-59.7685,5.612791516761013
JAG-UCB-a3ef7265-19,-5.9,7.1904539916194965,-70.4903,6.841953253191254
GAB-REV-70cc3ca5-20,-5.9,6.203786602952608,-68.9074,6.482882992784992
JAG-UCB-a3ef7265-12,-6.0,6.815281607392608,-75.9126,6.32202723426574
JAG-UCB-a3ef7265-2,-6.2,5.458412749583752,-73.1092,5.964838254301259
AGN-NEW-c7b24fe3-3,-7.2,6.74255466455767,-79.5302,6.894965244089247
JAG-UCB-a3ef7265-23,-6.5,6.660064072372067,-79.8602,6.819213778721278
TAM-UNI-d1c3dd9f-18,-6.5,5.959599301753798,-77.6958,7.25731852336553
LON-WEI-adc59df6-95,-6.4,7.1334852149794585,-72.2095,7.0324594570984535
JAN-GHE-83b26c96-16,-6.1,6.616240555000558,-73.3879,6.5264909437229415
JAG-UCB-a3ef7265-9,-6.5,6.556710767010762,-59.8198,6.643052801920298
JOH-UNI-c7afdb96-7,-6.5,6.643596562659564,-74.346,6.439812492784991
MAT-POS-590ac91e-19,-5.8,6.284255389332893,-64.6506,6.439089062992562
ALE-HEI-f28a35b5-4,-6.4,5.7259733997668985,-65.7121,5.988668794427798
DUN-NEW-f8ce3686-13,-7.4,6.865776459928956,-84.3591,6.842130696914199
LON-WEI-b8d98729-40,-6.9,7.353677145854143,-83.7641,7.522178471028976
GAB-REV-70cc3ca5-21,-6.7,7.0136478982683945,-68.6058,7.1418747205017175
DAR-DIA-23aa0b97-19,-6.6,6.733869505050508,-79.4982,6.85239687229437
MAT-POS-590ac91e-39,-7.0,6.946516838383839,-78.3677,6.611787848373848
BAR-COM-0f94fc3d-59,-7.3,6.8398559023199,-75.6293,6.911048341824842
EDJ-MED-6af13d92-2,-7.3,6.737682898601401,-79.4707,6.714932821178823
LON-WEI-d1c9908a-1,-6.6,7.298582760989008,-80.79,6.799841329004329
WAR-XCH-b72a1bbc-1,-5.7,6.677691979631474,-65.7512,6.5803295718986865
GIA-UNK-eaadd1d4-1,-7.6,6.492315536796531,-70.7923,6.349160248917742
CHR-SOS-7098f804-21,-6.4,5.793003591963598,-71.2084,6.286241166722168
ANT-OPE-7824651a-1,-8.0,6.6349524030446725,-82.1998,6.952760996392501
JOH-UNI-c7afdb96-4,-7.2,6.797648824897329,-75.3144,6.727695344322346
LON-WEI-d1c9908a-10,-7.3,7.309548470029969,-80.8093,7.100936161782668
BAR-COM-4e090d3a-50,-7.4,6.8396154980019945,-80.6863,6.7902028189033095
BAR-COM-0f94fc3d-43,-7.0,7.049328445998447,-83.6536,7.115718388111883
JAN-GHE-83b26c96-11,-5.9,6.441224300144308,-76.6785,6.430835878010884
LON-WEI-1908424e-9,-8.6,6.775000826839817,-86.9407,7.357026040459544
LON-WEI-b8d98729-6,-6.1,6.971218222555224,-72.5854,7.22591005022755
LON-WEI-1908424e-7,-8.6,7.375674947774451,-83.515,7.251013996781004
NAU-LAT-445f63e5-7,-6.6,6.473231372405372,-77.2011,7.042157949494955
JAN-GHE-c863d918-1,-7.3,7.0545418126873125,-79.8801,6.765559736874237
JAN-GHE-bf40f168-2,-8.2,7.278479854978356,-79.6319,7.359377956987469
LON-WEI-babf2c61-2,-7.2,7.452053867410365,-90.8091,7.457731932900431
MAT-POS-c9973a83-1,-6.3,6.207435467032961,-76.8062,6.500052550560549
WAR-XCH-eb7b662f-2,-5.9,6.278664760794761,-57.3772,5.760060563825066
MED-COV-4280ac29-13,-6.2,5.906543124098125,-78.2453,6.808927171439674
MAT-POS-3d050446-1,-6.5,7.214169401265397,-83.7008,6.5996780291375305
DAR-DIA-842b4336-4,-6.2,5.742400943778446,-72.5664,6.278891093129094
JON-UIO-066ce08b-9,-6.0,6.3667163844488845,-75.7347,6.664669322510817
ALP-POS-c0c213c9-13,-8.3,7.397308455211455,-105.822,7.746090666611165
JAG-UCB-c37fbdcd-1,-7.8,7.0218534309024285,-80.7597,7.060123161505161
LON-WEI-8f408cad-3,-6.2,6.973300924963922,-68.8239,6.993111046897536
AAR-POS-dddeddbf-1,-7.3,6.784009771728273,-72.9781,7.144401357864357
CHR-SOS-7098f804-2,-7.2,6.725594845987346,-74.0778,6.8172884809634855
JON-UIO-066ce08b-3,-6.5,5.86620430641581,-70.7126,6.513259516705518
ALV-UNI-7ff1a6f9-43,-7.0,7.064051762848258,-71.7979,7.113703870129867
JAG-UCB-a3ef7265-14,-5.8,6.145668010933517,-69.2207,6.028833602231108
BEN-BAS-0534ec5c-1,-8.8,7.436958776612284,-89.3069,7.486291722888228
MAT-POS-590ac91e-18,-5.6,6.0985484521589495,-60.7072,6.529407108225107
BEN-DND-7e92b6ca-2,-6.8,6.863222968226218,-82.3768,7.070959551587302
BAR-COM-4e090d3a-58,-7.0,6.969517489066491,-83.2255,7.0248218043623005
MAT-POS-2db6411e-1,-7.3,6.984389714008207,-80.5696,7.0506000075480015
BAR-COM-0f94fc3d-18,-6.6,6.818056995948497,-77.2808,6.80309057142857
NIC-BIO-a68395b7-5,-7.1,6.600576541125543,-84.09100000000002,6.8281242287157236
ALP-POS-c59291d4-4,-7.2,7.214320048090799,-76.8991,7.419735639915642
LON-WEI-b8d98729-41,-7.2,7.144445239815742,-85.1,7.121028912753915
