CID,activity,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
MAT-POS-b5746674-100,0,12.667690534223272,-0.31236347316704416,12.667690534223272,0.05042732820201845,0.7202395772346191,384.48000000000013,356.25600000000014,384.21614075599996,150,0,0.3187994926628678,-0.3426213673202804,0.3426213673202804,0.3187994926628678,1.1785714285714286,1.9285714285714288,2.607142857142857,16.162569990687828,10.113747545923491,2.187599288454896,-2.1634062322407224,2.20439407761239,-2.331841873053815,6.0044454778666045,-0.1272287171341832,1.6505237008715798,919.49691555703,20.095647359318303,16.533021145835097,16.533021145835097,13.452397498181154,9.902549232807528,9.902549232807528,7.658513799734293,7.658513799734293,4.8652307386638425,4.8652307386638425,3.550620770242678,3.550620770242678,-2.83,2244816.807694266,19.918527957330237,8.906035011248507,4.710391487093316,164.26028567555485,20.10058658665449,0.0,0.0,5.9071797293515065,5.559266895052006,6.031114512338072,9.589074368143644,4.794537184071822,0.0,0.0,32.046575604766076,24.82591636047502,49.569139247118976,5.687386274683562,9.589074368143644,28.39812894530273,0.0,14.783797982648165,5.917906046161393,39.65469567407186,24.951057821744055,40.81611592458334,0.0,0.0,16.19284410306467,10.481923458755382,0.0,0.0,41.039572838069134,11.339293589984395,5.917906046161393,33.10993926815928,35.256849029531345,0.0,10.772448428929591,0.0,83.44,0.0,14.383611552215465,0.0,17.497561136741584,49.4674289988995,18.351802243303386,0.0,16.830310287866038,36.946485335616565,10.633577208012662,0.0,1.6543635105174608,0.0,38.456820080136424,7.0251375059257475,0.5635270158812942,0.5112659879489578,6.986575777602043,3.9850047468159215,6.650638708505495,0.0,0.4761904761904762,28,2,7,0,1,1,1,1,2,4,2,7,7,0,1,1,3,2.791500000000002,110.49840000000003,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
MAT-POS-b5746674-101,0,12.981149848828421,-0.10802768329554002,12.981149848828421,0.016098965976796054,0.7043996388221152,389.49900000000014,362.28300000000013,389.21032710400004,150,0,0.3214230315414129,-0.3238975578027662,0.3238975578027662,0.3214230315414129,1.0689655172413792,1.7586206896551724,2.4827586206896552,16.166178122142664,9.987546492648944,2.2728701536345928,-2.1953879055854966,2.2794051766674546,-2.332840376663849,6.005835640706457,0.2217593259102464,1.580821280655232,1072.4259886007674,20.380104409694468,16.96755412694935,16.96755412694935,14.024877143252587,10.257173624434547,10.257173624434547,8.212169749465831,8.212169749465831,5.543329727266299,5.543329727266299,4.1080917869040885,4.1080917869040885,-3.0799999999999987,5772001.572779746,19.245734749746045,8.113866179127092,4.040615093171168,170.51116925477723,14.783797982648165,0.0,0.0,0.0,5.559266895052006,6.031114512338072,4.794537184071822,4.794537184071822,0.0,0.0,62.378410947074116,23.968546229246012,42.52146726444179,5.687386274683562,4.794537184071822,22.49094921595123,0.0,9.467009378641832,5.917906046161393,32.730958474381225,18.40630141583148,76.71140275858839,0.0,0.0,10.87605549905834,10.481923458755382,0.0,0.0,28.587636702805057,6.544756405912576,5.917906046161393,31.749653560165648,65.58868437183939,0.0,10.772448428929591,0.0,54.34,0.0,9.589074368143644,0.0,11.59038140739008,35.99893539329629,18.351802243303386,5.563451491696997,10.763943219404434,47.36447921008175,31.296997140310804,0.0,1.7077062599731248,0.0,27.64443196517164,4.482934962948041,1.9494046603538508,0.7048290633354176,17.7183047532266,2.7483580859009247,6.210696915757064,0.0,0.3333333333333333,29,1,5,0,1,1,2,1,3,3,1,5,4,0,1,1,4,4.678900000000004,117.43770000000004,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
MAT-POS-b5746674-107,0,13.022039749171784,-0.08512954564541819,13.022039749171784,0.010161792454429941,0.6245745341593062,417.55300000000017,386.3050000000002,417.241627232,162,0,0.3214023375335602,-0.324515010992565,0.324515010992565,0.3214023375335602,1.0,1.6451612903225807,2.3225806451612905,16.166025389499772,9.901625985111721,2.234487677840644,-2.3193544312783723,2.2433177642283444,-2.4119704999814098,6.005085059223408,0.18227347237882585,1.4613072501636422,1096.5852153405956,21.794317972067567,18.38176768932244,18.38176768932244,15.008040390846984,11.230300170896873,11.230300170896873,8.99001857706379,8.99001857706379,6.065833291704397,6.065833291704397,4.4536811999227055,4.4536811999227055,-3.0799999999999987,12076225.432314755,21.163454292595013,9.376060198871274,4.983265487164618,183.24105348357045,14.783797982648165,0.0,0.0,0.0,5.559266895052006,6.031114512338072,4.794537184071822,4.794537184071822,0.0,0.0,62.378410947074116,42.72809552125942,36.6035612182804,5.687386274683562,4.794537184071822,22.49094921595123,0.0,9.467009378641832,11.835812092322788,39.65469567407186,18.40630141583148,76.71140275858839,0.0,0.0,10.87605549905834,10.481923458755382,0.0,0.0,28.587636702805057,12.965578028838587,11.835812092322788,32.25256913693026,65.58868437183939,0.0,10.772448428929591,0.0,54.34,0.0,9.589074368143644,0.0,11.59038140739008,29.454178987383717,37.73820189506797,5.563451491696997,10.763943219404434,35.23174507315853,43.42973127723402,0.0,1.716972140580546,0.0,27.748606580156327,4.520027094545389,2.0560787656055592,0.9502621840464202,17.986410385811176,4.886547324155445,6.3017621917658,0.0,0.38461538461538464,31,1,5,0,1,1,2,1,3,3,1,5,5,0,1,1,4,5.144100000000004,126.50770000000006,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
MAT-POS-b5746674-108,0,12.809929924568387,-0.2297374443604603,12.809929924568387,0.0232575651264062,0.5570177019526144,446.5950000000003,412.3230000000002,446.26817632800004,174,0,0.31880891403713285,-0.3375379600429385,0.3375379600429385,0.31880891403713285,1.0909090909090908,1.818181818181818,2.5454545454545454,16.161795479949312,10.105640903504598,2.2272751391383108,-2.173441526940291,2.214731952329889,-2.3436015389326315,6.00447228425196,0.24923950422307506,1.3567817923576322,1166.9500651838227,23.371668241257186,19.804417420132815,19.804417420132815,15.885050488558726,11.837158132279965,11.837158132279965,9.650158819165675,9.650158819165675,6.25153721567208,6.25153721567208,4.550134640789893,4.550134640789893,-3.1199999999999988,32424931.45672204,23.052145559166714,10.214274423697422,5.81958658800567,195.155857781575,15.200676855804016,0.0,0.0,0.0,5.559266895052008,6.031114512338072,9.6944469149223,4.794537184071822,0.0,0.0,61.87549537030952,43.3549458810106,43.14831762419296,5.687386274683562,4.794537184071822,22.49094921595123,0.0,14.783797982648165,11.835812092322788,40.281546033823034,24.951057821744055,76.20848718182378,0.0,0.0,16.19284410306467,10.481923458755382,0.0,0.0,35.13239310871763,13.089512811825152,18.75954929201341,31.39519900570125,59.52231730337778,0.0,10.772448428929591,0.0,66.37,0.0,9.589074368143644,0.0,11.59038140739008,35.99893539329629,31.44131505512853,11.126902983393993,10.763943219404434,24.26546827384644,60.570166811781455,0.0,1.6969597698277352,0.0,27.971097537150666,7.4131974702243495,3.2469084063252587,0.767220301543046,15.908725777844381,2.8447058906334703,10.484518179784432,0.0,0.4074074074074074,33,2,6,0,1,1,2,1,3,4,2,6,7,0,1,1,4,4.609520000000004,134.63039999999995,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
MAT-POS-ea426761-10,0,12.222891648678534,-0.2989340304022843,12.222891648678534,0.2281722411186697,0.6370198097213979,374.853,359.73300000000006,374.0604244,128,0,0.25769735484667144,-0.4967423514711969,0.4967423514711969,0.25769735484667144,1.28,2.08,2.84,35.495691946889316,10.17716995345585,2.107351941650044,-2.0313938486590155,2.2116896211220083,-2.1253848905587245,7.979191104088438,0.10208783984713246,1.5878697504409245,867.0942240148734,17.648053602125593,13.323045470104287,14.895470997050472,12.135361590784806,7.388993088944112,8.752556121606826,5.065390883226242,6.46587526395484,3.310966414285009,4.496624828261276,2.037756205136104,2.920790992125377,-2.51,693854.8279152872,17.317480854428297,8.044332945101294,4.742127473125242,153.50863359153246,4.736862953800049,5.749511833283905,5.156436481820707,5.9483392809864934,5.9071797293515065,0.0,15.210007596379189,0.0,4.9839785209472085,5.098681808301039,41.56192604500846,35.89528683400505,16.338938412185108,7.1097975412775325,9.531400137871868,35.218343849961634,0.0,15.181342137549287,0.0,10.909290088567495,12.426586145283865,64.6804728448282,0.0,5.749511833283905,10.053651557806381,5.9483392809864934,5.749511833283905,23.362824839623627,28.19831940817832,5.752853606746789,0.0,15.921440167465816,53.687373029513594,5.022633313741326,0.0,0.0,79.89999999999998,0.0,4.794537184071822,0.0,11.855519010337998,21.49203312054293,11.316305098443785,11.761884949391115,31.375265815123967,24.26546827384644,20.498130741555613,16.337802844032563,5.1116539496208695,7.3524152726292336,16.48086963256756,10.795156795280207,1.5900772902200997,1.259948297354884,14.46893561325159,0.0,0.0,1.5520542601866592,0.1176470588235294,25,2,6,0,0,0,2,1,3,5,2,8,6,0,0,0,3,4.011300000000002,98.3429,0,0,0,0,0,3,1,0,0,0,1,1,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MAT-POS-ea426761-13,1,11.74307854623331,-0.3897859977324261,11.74307854623331,0.19898148148148145,0.7453528197531899,238.24599999999998,228.166,238.07422756,88,0,0.3476282099044965,-0.3884093347559746,0.3884093347559746,0.3476282099044965,0.9444444444444444,1.6666666666666667,2.5,16.407863156536013,10.23974861880651,2.047186824630555,-2.0354905090725555,2.1483765818108886,-2.042872355879757,5.774377066275992,0.5218120476986888,2.0597186740336046,735.3700981657875,12.372032720186706,9.459862599134318,9.459862599134318,8.826499840494924,5.547619902908338,5.547619902908338,3.814649976683017,3.814649976683017,2.560391866664489,2.560391866664489,1.717177579477765,1.717177579477765,-2.619999999999999,21176.05545654861,10.528695443753053,4.331154841883468,1.9558867921505012,102.90601094590357,9.733939541059678,0.0,0.0,0.0,0.0,11.640245024090461,0.0,4.794537184071822,4.9839785209472085,0.0,30.33183534230805,24.26546827384644,5.687386274683562,10.902924932081056,4.417150937053346,22.604969911777097,0.0,4.9839785209472085,0.0,0.0,5.316788604006331,65.0174271193043,0.0,0.0,10.942374923084321,11.702044979696035,0.0,0.0,4.9839785209472085,0.0,0.0,0.0,63.808991737279655,0.0,10.902924932081056,0.0,55.13,0.0,4.794537184071822,0.0,11.640245024090461,10.902924932081056,5.687386274683562,0.0,18.199101205384828,36.398202410769656,10.30076712495354,4.417150937053346,5.1166770597127735,0.0,15.996634857646766,3.4416037834887043,1.0505957105064254,0.0,16.72782192197867,0.0,0.0,0.0,0.0,18,1,4,0,0,0,2,1,3,4,1,4,2,0,0,0,3,2.9316000000000013,70.00370000000004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAT-POS-ea426761-45,0,12.361436820838426,0.21938453802090246,12.361436820838426,0.21938453802090246,0.7796825713267806,358.49199999999996,340.348,358.09220319600007,124,0,0.2266442826302577,-0.35342865525908035,0.35342865525908035,0.2266442826302577,1.2083333333333333,2.083333333333333,2.7916666666666665,32.13460790929296,10.178172217954756,2.2224283905368214,-2.3469152502402144,2.2587960230202446,-2.4890658556443466,7.1304555900043605,-0.13027523878971733,1.350399549146818,786.5528417090454,16.355160383312143,13.143371448151585,14.776364610007038,11.792826335683708,7.925175780878291,9.747637633715248,5.791936445357125,7.519663952703329,4.246481915053554,5.870904196488343,2.900493849396304,4.255307976492968,-2.12,777645.5565675282,15.410174419205756,6.782820154027437,3.224372095190392,148.0885910161145,9.799819461700956,11.51179077268349,0.0,5.9071797293515065,0.0,0.0,9.89321899237286,0.0,16.435467686235775,11.336785877934735,6.06636706846161,33.836373940017964,32.24539269211191,11.297968816627307,4.794537184071822,34.398614263056004,0.0,15.097273347452552,0.0,6.4208216229260096,31.07893535450078,45.969108076941176,0.0,10.57107518854976,4.899909730850478,5.817862777835027,0.0,22.673571755869474,47.18347870045436,11.21535880699783,0.0,5.563451491696997,40.40565658524418,0.0,10.57107518854976,0.0,52.23,0.0,4.794537184071822,0.0,5.9071797293515065,6.4208216229260096,43.254267888030775,4.8771471937012985,22.673571755869474,27.79276940870553,32.61007025484169,0.0,0.0,3.3266786803792847,17.755417541368296,13.648382508230405,2.0949545460664902,1.2502489455122945,8.224281513618461,0.5100035109824971,3.190032753842277,0.0,0.29411764705882354,24,1,5,0,1,1,0,3,3,5,1,7,4,0,1,1,4,3.091000000000001,98.71670000000003,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
MAT-POS-af71705c-2,0,12.761459264855418,-0.3717030948181741,12.761459264855418,0.05191760428329384,0.6910277096902082,403.48600000000016,378.2860000000002,403.20082504,154,0,0.324208925685188,-0.3126361969106023,0.324208925685188,0.3126361969106023,1.0333333333333334,1.7333333333333334,2.466666666666667,16.16224229975504,10.113712986293908,2.183414750850881,-2.1475966894055945,2.21289742170273,-2.3390175397553388,6.072914648567965,0.25573497094431985,1.5462121622757172,1151.2172487651899,21.087211190881018,17.130310672073133,17.130310672073133,14.508040390846984,10.11293433123842,10.11293433123842,7.77422879387352,7.77422879387352,4.917376648986392,4.917376648986392,3.5883484293916976,3.5883484293916976,-3.609999999999999,8813687.334911643,19.695436931801805,8.405420954647699,4.196314742215478,174.56154783008373,9.883888251797686,5.8356197857572685,0.0,0.0,5.559266895052006,6.031114512338072,15.120238312032685,4.794537184071822,5.101407525739723,0.0,50.2456768101509,24.117007251546227,36.479626435293824,11.374772549367124,4.794537184071822,34.013955276392046,0.0,9.883888251797686,11.019313571901117,26.813052428219837,16.870457533873438,71.1479512668914,0.0,0.0,21.2017566270192,16.169309733438947,0.0,0.0,22.978590351799273,6.544756405912576,5.917906046161393,20.268296022307254,70.69009189757912,0.0,10.772448428929591,0.0,78.73,0.0,9.589074368143644,0.0,11.59038140739008,42.33747075581818,11.073610489148358,0.0,16.830310287866038,53.5398490716474,29.582459133133632,0.0,1.6595612087427565,0.0,25.426229043137106,13.407468693716405,1.5344957830995412,0.9152900637747734,16.789341214837904,2.3679431251635434,5.399670867527975,0.0,0.2608695652173913,30,2,7,0,1,1,2,1,3,5,2,7,4,0,0,0,4,4.0028000000000015,121.04040000000003,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
JOH-UNI-591f77bd-1,0,12.296903817082386,-1.0201281721536348,12.296903817082386,0.13250719114806442,0.4934028829195946,355.84300000000013,337.6990000000001,355.0645067359999,124,0,0.3278449209868916,-0.4780737359946667,0.4780737359946667,0.3278449209868916,1.4782608695652173,2.1739130434782608,2.782608695652174,35.49569206763975,9.978755087707588,2.338648018220621,-2.363854667802105,2.326579666719901,-2.42132005141789,7.807432984364843,-0.14697743174393196,2.3520585314028013,634.261179865219,16.98276318419594,12.607122358787715,14.257478495806089,10.934759407976113,7.114590695163077,8.008952947666625,5.279648093858293,6.31019548201617,3.8016998081006457,4.735750130088582,2.694480721373966,3.205218884341284,-1.5,121250.80571602234,17.847654320987655,7.856009070294784,4.277472946197226,144.83437982002675,9.843390348640755,6.0418408291479615,0.0,0.0,0.0,11.938610575903699,4.899909730850478,9.589074368143644,12.628789148012993,0.0,29.800041095617342,23.623744713153886,29.43810426238253,7.1097975412775325,19.432464716784395,36.168339614149204,0.0,4.899909730850478,0.0,17.712600482056146,20.199310353102685,46.50067771618791,0.0,0.0,0.0,0.0,0.0,24.229729038245512,47.394296084679745,14.325937321943693,0.0,18.02611394377097,35.91459291074959,5.022633313741326,0.0,0.0,66.84,17.98045140505166,9.589074368143644,0.0,5.249938029982174,35.66952377025875,6.076020106833881,7.1097975412775325,24.26546827384644,4.899909730850478,12.628789148012993,21.44433023887327,4.924045571932477,10.652206413944178,25.12864300775917,9.322676930352797,1.3068017762660626,-1.4456936483441112,6.404922302096875,1.796565019526329,0.9182262534643484,1.3249397063352086,0.375,23,1,5,0,1,1,1,0,1,5,2,7,4,0,1,1,2,2.5691999999999995,90.89180000000003,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDJ-MED-0e996074-1,0,12.575650982615269,-0.1950897581254727,12.575650982615269,0.041064814814814284,0.9369687341938884,284.319,268.191,284.127325752,108,0,0.2340425567017347,-0.4932450418841629,0.4932450418841629,0.2340425567017347,1.2857142857142858,2.142857142857143,3.0,16.47859922467857,9.922533842456051,2.303597489758376,-2.243859614904694,2.3723393073405106,-2.271431941035984,5.9477176413869595,-0.11780278299987106,1.5663147580285683,677.8180704763058,14.233840039752504,11.528016376501176,11.528016376501176,10.326499840494924,7.248179099570957,7.248179099570957,5.509790328289771,5.509790328289771,4.023344916266331,4.023344916266331,2.7636703327603858,2.7636703327603858,-2.369999999999999,186650.7031191213,12.376687929578466,4.873471457890892,2.2625586321204056,121.68324077034487,4.736862953800049,12.076831908048446,0.0,11.855519010337998,0.0,0.0,14.678425435869508,0.0,0.0,10.197363616602077,18.199101205384828,25.32883193723964,11.605292320844956,12.52478801067431,9.531400137871868,11.855519010337998,0.0,14.764463264393429,0.0,31.222211744087385,11.923670568519249,36.156239840307975,0.0,5.749511833283905,10.053651557806381,5.9483392809864934,5.749511833283905,0.0,27.27852495825785,4.794537184071822,0.0,36.785663235784384,30.592788348610977,0.0,0.0,0.0,69.04,0.0,4.794537184071822,0.0,11.8250857755129,25.017883697573385,24.15460657083292,0.0,6.3273200747645415,28.832567921637796,15.514152220608404,4.736862953800049,7.545387560888552,0.0,12.575650982615269,10.834761589821111,0.94327522675737,1.1101720101620902,8.145454377355982,4.618695597448753,0.5599359882842028,0.0,0.4,21,1,6,1,1,2,1,1,2,5,1,6,3,1,0,1,4,2.1178,76.21770000000005,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAT-POS-3d050446-1,0,12.734523951377303,-0.5297375230956587,12.734523951377303,0.1027249664149914,0.8446010224501571,336.439,312.24700000000007,336.195011388,130,0,0.24711247806458306,-0.37003782632305743,0.37003782632305743,0.24711247806458306,1.24,1.96,2.52,16.151232053266078,10.037690626291685,2.2416039253282847,-2.2591662348903667,2.2085600667291403,-2.444362378746616,5.860546237952424,-0.12291714061016733,2.185370891496574,727.0317372406951,18.286246282559798,14.913041466543513,14.913041466543513,11.887160012274745,8.332645048349429,8.332645048349429,6.957996945637947,6.957996945637947,3.568554916917225,3.568554916917225,2.423294671790451,2.423294671790451,-2.87,312706.51102945645,18.468394484154953,8.294029882105344,5.923706246831852,148.64645048480557,10.633577208012662,6.0418408291479615,0.0,5.9071797293515065,0.0,0.0,9.778515705019029,0.0,5.2618915547384875,0.0,18.199101205384828,50.954585919079705,35.604271784916065,6.069221312792274,4.794537184071822,11.594566004035068,5.2618915547384875,10.30076712495354,0.0,45.1936209264552,5.316788604006331,59.91879253738981,0.0,6.069221312792274,10.633577208012662,5.687386274683562,0.0,0.0,16.430083502682063,11.21535880699783,11.331112867530761,44.360777034539844,48.791889553995816,0.0,0.0,0.0,77.81,6.0418408291479615,4.794537184071822,0.0,11.44610498173485,6.4208216229260096,23.235110881003564,0.0,12.39368714322615,57.169414009841525,21.686777041752144,5.2618915547384875,0.0,0.0,16.857831980193232,14.964265554967874,2.4314803353316408,-0.1027249664149914,13.127540692619851,4.610915664151994,5.860690739150405,0.0,0.35,25,2,5,0,0,0,1,1,2,4,2,5,6,0,0,0,2,3.6056800000000018,98.87240000000004,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LOR-NOR-30067bb9-1,0,11.403468285462331,-0.5198407974300829,11.403468285462331,0.427803760393046,0.7221699878325235,216.24,204.14399999999995,216.08987762400002,82,0,0.2963669734107852,-0.3714729771564664,0.3714729771564664,0.2963669734107852,1.125,1.875,2.625,16.18344915036472,10.11742756059416,2.2801859680175074,-2.1749002426708417,2.29257224047886,-2.1697411910100977,6.512597228031626,-0.11164770899488813,1.975216249603296,475.9071464039128,11.120955864630142,8.824188108742753,8.824188108742753,7.754020195423488,5.502344491960104,5.502344491960104,4.207289957151377,4.207289957151377,3.1734168135618503,3.1734168135618503,2.307075333495244,2.307075333495244,-1.84,9647.739884712177,9.390577884521123,3.3337204508574185,1.2978551958273228,93.24213355271709,10.216698334856806,0.0,0.0,0.0,11.690424675716445,0.0,9.589074368143644,0.0,0.0,0.0,0.0,31.040744451236854,18.776899086508717,11.250837766380556,9.589074368143644,23.06519722508357,0.0,0.0,0.0,12.841643245852019,23.306211146681964,23.762552697081823,0.0,0.0,10.216698334856806,11.374772549367124,0.0,0.0,24.779937487541595,4.794537184071822,0.0,23.199631921620835,18.199101205384828,0.0,0.0,0.0,49.41,11.690424675716445,9.589074368143644,0.0,0.0,11.250837766380556,18.776899086508717,12.841643245852019,6.06636706846161,12.13273413692322,10.216698334856806,0.0,0.0,0.0,24.86586419753086,2.5958626228269086,2.2348119803476947,-0.947644557823129,5.550601851851852,2.4213778659611997,2.1124593726379444,0.0,0.3333333333333333,16,1,4,0,2,2,1,0,1,3,1,4,1,0,1,1,3,1.4216,60.84920000000002,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
